id_reseller,zone,cluster
500619325,1013,B
500619326,1013,C
500623905,1013,B
500624568,1013,B
500624862,1013,A
500625345,1013,B
500632001,1013,B
500633406,1013,C
500633408,1013,A
500638461,1013,A
500638632,1013,B
500646772,1013,B
500649117,1013,C
500650496,1013,B
500653765,1013,B
500656270,1013,B
500661567,1013,D
500662583,1013,A
500665953,1013,C
500666439,1013,A
500666440,1013,A
500667804,1013,A
500668541,1013,B
500670083,1013,A
500734884,1013,B
500739862,1013,B
500737720,1013,B
500737856,1013,B
500737858,1013,B
500737859,1013,B
500738321,1013,A
500738769,1013,B
500739514,1013,B
500741173,1013,B
500741292,1013,B
500741535,1013,D
500745144,1013,B
500745360,1013,B
500745509,1013,B
500746103,1013,D
500746104,1013,C
500750100,1013,B
500756115,1013,B
500759155,1013,B
500761217,1013,C
500761218,1013,A
500762628,1013,B
500763965,1013,B
500763967,1013,B
500766337,1013,B
500767258,1013,C
500769137,1013,B
500772492,1013,C
500774703,1013,B
500776594,1013,A
500776720,1013,B
500777134,1013,B
500781181,1013,B
500784138,1013,B
500784288,1013,B
500785027,1013,A
500787420,1013,B
500788478,1013,A
500790371,1013,B
500791611,1013,C
500792124,1013,B
500796769,1013,A
500793360,1013,A
500794097,1013,B
500795063,1013,B
500796235,1013,C
500802195,1013,C
500802196,1013,B
500803650,1013,A
500769580,1013,A
500769581,1013,A
500769582,1013,A
499953711,1018,E
499953713,1018,B
499953721,1018,E
499953735,1018,C
499953737,1018,E
499953745,1018,B
499953747,1018,B
499953748,1018,E
499953749,1018,D
499953759,1018,D
499953779,1018,A
499953782,1018,D
499953788,1018,B
499953790,1018,C
499953791,1018,C
499953793,1018,E
499953813,1018,C
499953826,1018,B
499953830,1018,E
499953837,1018,B
499953840,1018,B
499953843,1018,D
499953848,1018,B
499953855,1018,C
499953857,1018,D
499953863,1018,B
499953877,1018,C
499953886,1018,E
499953912,1018,D
499953921,1018,C
499953929,1018,D
499953946,1018,B
499953949,1018,A
499953962,1018,D
499953970,1018,D
499953976,1018,E
499953985,1018,C
499953988,1018,C
499953992,1018,B
499953993,1018,E
499953997,1018,E
499954005,1018,D
499954026,1018,E
499954028,1018,B
499954031,1018,C
499954038,1018,D
499954044,1018,D
499954045,1018,E
499954046,1018,E
499954057,1018,D
499954065,1018,E
499954079,1018,D
499954083,1018,D
499954091,1018,B
499954092,1018,E
499954096,1018,A
499954101,1018,C
499954109,1018,B
499954112,1018,C
499954127,1018,C
499954135,1018,C
499954137,1018,A
499954142,1018,A
499954148,1018,C
499954160,1018,C
499954168,1018,B
499954177,1018,B
499954188,1018,E
499954196,1018,C
499954220,1018,C
499954221,1018,B
499954229,1018,C
499954231,1018,C
499954261,1018,E
499954277,1018,E
499954279,1018,C
499954282,1018,D
499954288,1018,A
499954292,1018,D
499954295,1018,E
499954305,1018,B
499954309,1018,C
499954321,1018,C
499954334,1018,C
499954335,1018,A
500179904,1018,C
499954343,1018,C
499954344,1018,D
499954350,1018,C
499954355,1018,D
499954367,1018,B
499954369,1018,E
499954377,1018,B
499954391,1018,B
499954401,1018,B
499993550,1018,B
499993851,1018,C
499994276,1018,B
499994753,1018,D
499994448,1018,E
499994755,1018,D
499995423,1018,D
499996214,1018,D
499997348,1018,B
499997559,1018,B
499999534,1018,A
500000064,1018,C
500001030,1018,B
500001006,1018,C
500002347,1018,A
500002320,1018,C
500002373,1018,C
500027305,1018,D
500028385,1018,B
500029193,1018,D
500029789,1018,B
500163822,1018,C
500176899,1018,E
500179416,1018,A
500180297,1018,D
500181996,1018,E
500183525,1018,E
500184983,1018,C
500303267,1018,A
500313499,1018,B
500316257,1018,D
500319083,1018,B
500319681,1018,C
500320180,1018,B
500327186,1018,B
500328683,1018,B
500329323,1018,E
500330277,1018,B
500332273,1018,A
500357884,1018,B
500359967,1018,B
500363771,1018,B
500365004,1018,B
500376047,1018,B
500380106,1018,B
500380108,1018,C
500384531,1018,D
500388971,1018,B
500390678,1018,D
500393745,1018,E
500394259,1018,A
500545957,1018,C
500545959,1018,E
500546183,1018,A
500548296,1018,E
500548729,1018,D
500550374,1018,E
500552962,1018,D
500552963,1018,B
500556128,1018,B
500563566,1018,B
500564233,1018,C
500567073,1018,B
500567074,1018,D
500570383,1018,B
500597943,1018,C
500607074,1018,B
500608617,1018,B
500608821,1018,C
500609404,1018,C
500609405,1018,B
500611357,1018,E
500618979,1018,B
500619329,1018,B
500619528,1018,C
500619529,1018,D
500620611,1018,D
500623693,1018,D
500625623,1018,B
500625977,1018,E
500626384,1018,B
500627910,1018,E
500629236,1018,B
500630403,1018,B
500635830,1018,C
500631663,1018,C
500631839,1018,D
500633180,1018,B
500633181,1018,D
500633183,1018,E
500633186,1018,E
500633409,1018,D
500634586,1018,E
500634836,1018,D
500634839,1018,C
500634844,1018,C
500634845,1018,B
500634884,1018,B
500635835,1018,B
500635952,1018,B
500635953,1018,D
500636572,1018,B
500637147,1018,A
500637482,1018,E
500637914,1018,C
500637918,1018,B
500638909,1018,C
500638910,1018,E
500638913,1018,B
500639289,1018,D
500643368,1018,C
500643372,1018,D
500643532,1018,C
500646054,1018,E
500646775,1018,B
500646776,1018,E
500646780,1018,C
500646781,1018,D
500647026,1018,C
500647028,1018,B
500647030,1018,E
500647200,1018,C
500647411,1018,E
500647416,1018,B
500647417,1018,D
500647418,1018,E
500648560,1018,B
500649799,1018,E
500649942,1018,E
500652020,1018,B
500653221,1018,D
500654874,1018,B
500654877,1018,E
500656275,1018,C
500656791,1018,D
500658477,1018,C
500658726,1018,C
500658730,1018,D
500658957,1018,D
500663076,1018,B
500663077,1018,C
500668345,1018,A
500734237,1018,B
500734400,1018,D
500734885,1018,E
500736530,1018,C
500736532,1018,B
500737247,1018,B
500737249,1018,C
500737860,1018,B
500738491,1018,D
500738770,1018,B
500738774,1018,B
500738933,1018,A
500741295,1018,D
500741296,1018,B
500744689,1018,A
500745146,1018,A
500747182,1018,E
500749593,1018,C
500749595,1018,C
500750272,1018,C
500754515,1018,E
500754685,1018,B
500762261,1018,C
500757390,1018,D
500757391,1018,C
500759992,1018,B
500760773,1018,E
500763968,1018,E
500769290,1018,D
500770432,1018,E
500773840,1018,C
500774086,1018,A
500774704,1018,D
500776147,1018,E
500776721,1018,B
500777916,1018,E
500778417,1018,B
500778420,1018,D
500781183,1018,C
500783566,1018,C
500785545,1018,E
500769583,1018,A
500786872,1018,D
500788074,1018,C
500789049,1018,B
500789052,1018,C
500790374,1018,E
500790375,1018,C
500791417,1018,B
500793018,1018,B
500794505,1018,C
500794669,1018,C
500797864,1018,C
499954408,1020,B
499954435,1020,B
499954462,1020,E
499954482,1020,C
499954488,1020,D
499954498,1020,D
499954543,1020,D
499954547,1020,D
499954549,1020,B
499954562,1020,C
499954563,1020,A
499954569,1020,B
499954572,1020,B
499954576,1020,B
499954578,1020,B
499954580,1020,C
499954585,1020,B
499954590,1020,C
499954599,1020,A
499954611,1020,A
499954614,1020,B
499954639,1020,B
499954687,1020,A
499954691,1020,D
499954693,1020,E
499954702,1020,E
499954711,1020,C
499954718,1020,D
499954731,1020,A
499954777,1020,B
499954782,1020,B
499954787,1020,E
499954790,1020,C
499954800,1020,A
499954803,1020,B
499954806,1020,B
499954816,1020,C
499954826,1020,A
499954842,1020,E
499954843,1020,B
499954852,1020,E
499954855,1020,E
499954879,1020,B
499954882,1020,A
499954883,1020,B
499954889,1020,C
499954890,1020,A
499954891,1020,E
499954893,1020,A
499954896,1020,C
499954898,1020,A
499954916,1020,E
499954942,1020,C
499954946,1020,B
499954970,1020,D
499954991,1020,B
499955007,1020,B
499955026,1020,B
499955031,1020,D
499955060,1020,E
499955097,1020,B
499955153,1020,A
499955157,1020,B
499955158,1020,B
499955162,1020,B
499955168,1020,C
499955169,1020,A
499955176,1020,B
499995677,1020,E
499995680,1020,D
499996142,1020,B
499996216,1020,B
499996583,1020,B
499997418,1020,A
499997931,1020,B
499998587,1020,B
499999467,1020,C
500000344,1020,B
500000738,1020,E
500001228,1020,B
500001635,1020,D
500168385,1020,C
500172472,1020,B
500182843,1020,C
500304169,1020,B
500310250,1020,B
500312822,1020,A
500327492,1020,D
500327493,1020,B
500327494,1020,B
500329545,1020,B
500329546,1020,C
500333720,1020,A
500338163,1020,D
500363774,1020,B
500381831,1020,B
500384741,1020,B
500386608,1020,C
500390069,1020,B
500391821,1020,A
500394673,1020,A
500556765,1020,E
500558611,1020,B
500559555,1020,D
500562301,1020,B
500563368,1020,D
500568267,1020,B
500574342,1020,B
500574344,1020,C
500588482,1020,E
500589887,1020,C
500594109,1020,C
500596195,1020,A
500610920,1020,A
500607521,1020,B
500610228,1020,C
500610426,1020,B
500612138,1020,B
500624281,1020,A
500612371,1020,B
500620285,1020,B
500623699,1020,E
500627564,1020,C
500630406,1020,B
500636579,1020,B
500637128,1020,C
500637312,1020,C
500638465,1020,B
500638635,1020,D
500639294,1020,B
500639679,1020,C
500642631,1020,B
500643242,1020,E
500643754,1020,E
500643758,1020,C
500646574,1020,B
500647419,1020,C
500647595,1020,B
500647797,1020,C
500650147,1020,B
500651747,1020,E
500652577,1020,E
500655614,1020,A
500658732,1020,C
500659615,1020,D
500659923,1020,C
500659924,1020,B
500661240,1020,C
500664812,1020,C
500665025,1020,A
500665603,1020,A
500668158,1020,D
500734402,1020,B
500736533,1020,B
500739865,1020,B
500738073,1020,B
500738079,1020,B
500738777,1020,B
500739708,1020,D
500741720,1020,B
500742522,1020,C
500747008,1020,C
500746874,1020,D
500747186,1020,A
500747928,1020,A
500748126,1020,B
500748501,1020,B
500755761,1020,B
500757604,1020,D
500757605,1020,E
500758015,1020,B
500758176,1020,D
500764999,1020,E
500765688,1020,A
500767259,1020,A
500768782,1020,B
500772758,1020,B
500772887,1020,B
500772988,1020,B
500773692,1020,B
500773843,1020,D
500773844,1020,C
500774897,1020,B
500775067,1020,E
500775068,1020,B
500775070,1020,B
500776148,1020,D
500776475,1020,D
500777317,1020,C
500781016,1020,B
500784141,1020,A
500784290,1020,C
500784462,1020,B
500785546,1020,A
500785201,1020,D
500785547,1020,A
500786425,1020,B
500788235,1020,C
500789252,1020,E
500793731,1020,C
500794099,1020,B
500796238,1020,B
500797198,1020,D
500797720,1020,B
500797722,1020,D
500797723,1020,B
500172379,1014,C
500173844,1014,C
500174317,1014,C
500181997,1014,C
500182179,1014,A
500183053,1014,A
500183200,1014,B
500307379,1014,A
500313500,1014,B
500316426,1014,A
500329675,1014,D
500375934,1014,A
500378983,1014,A
500386868,1014,B
500387771,1014,B
500388077,1014,A
500389452,1014,B
500543957,1014,C
500544152,1014,A
500550765,1014,B
500553753,1014,B
500558613,1014,B
500561774,1014,B
500562302,1014,B
500563914,1014,B
500595994,1014,B
500598069,1014,A
500598726,1014,A
500609960,1014,A
500610677,1014,B
500610924,1014,A
500610926,1014,B
500619143,1014,B
500622904,1014,D
500624282,1014,B
500624867,1014,B
500625369,1014,E
500631842,1014,B
500638791,1014,A
500641623,1014,B
500642179,1014,A
500642383,1014,A
500643074,1014,C
500644391,1014,A
500646789,1014,B
500658334,1014,B
500660753,1014,B
500661941,1014,C
500666441,1014,B
500734616,1014,B
500736208,1014,B
500736534,1014,B
500741722,1014,A
500741724,1014,A
500742723,1014,B
500743308,1014,C
500743686,1019,A
500744053,1014,A
500744892,1014,B
500745666,1014,B
500749238,1014,A
500753719,1014,B
500754037,1014,A
500754686,1014,B
500755179,1014,A
500757393,1014,B
500759994,1014,C
500764852,1014,A
500765000,1014,A
500765315,1014,B
500766018,1014,A
500766820,1014,B
500767891,1014,B
500768550,1014,B
500768644,1014,B
500768942,1014,A
500771095,1014,C
500772402,1014,A
500772495,1014,B
500776149,1014,D
500778632,1014,C
500782511,1014,A
500782694,1014,A
500784291,1014,B
500786427,1014,B
500795065,1014,A
499955180,1015,C
499955182,1015,B
499955194,1015,B
499921285,1019,A
499921260,1016,A
499921297,1031,B
499922433,1031,A
499922440,1031,A
499922455,1031,C
499922456,1031,B
499921307,1031,B
499921313,1036,B
499922510,1031,C
499922513,1031,C
499921321,1031,A
499921327,1031,B
499922574,1031,B
499921334,1031,A
499922587,1031,B
499922597,1031,A
499922601,1031,C
499921341,1031,B
499921342,1031,B
499922616,1036,A
499922618,1031,A
499922624,1031,A
499921344,1031,A
499922649,1031,B
499922650,1031,B
499922653,1031,A
499922654,1031,B
499921351,1031,A
499921352,1031,A
499921353,1031,A
499921356,1031,A
499921357,1031,B
499922673,1036,A
499922674,1036,B
499922680,1031,A
499922704,1031,A
499922711,1031,B
499921371,1031,C
499922733,1031,B
499921379,1031,B
499921380,1031,A
499922748,1031,D
499922756,1031,B
499922769,1031,B
499922799,1031,C
499921392,1031,A
499922856,1031,C
499921397,1031,B
499921401,1031,C
499922865,1036,B
499922876,1031,B
499922893,1031,C
499922919,1036,B
499922927,1031,B
499922958,1031,C
499923003,1036,C
499923022,1031,C
499921429,1031,B
499923034,1031,C
499923039,1036,B
499923044,1031,B
499921432,1031,A
499921447,1031,A
499923099,1031,A
499923112,1031,B
499923135,1036,B
499921458,1031,C
499923152,1031,B
499921463,1031,A
499923196,1031,A
499923211,1031,B
499923219,1031,D
499921476,1031,B
499923296,1031,C
499923301,1031,B
499921484,1031,B
499921487,1031,B
499921489,1031,B
499923322,1031,A
499921496,1031,E
499921500,1031,B
499923361,1031,C
499923368,1031,B
499921508,1031,D
499921510,1036,D
499923418,1036,C
499921265,1036,A
499921515,1031,C
499923495,1031,A
499923510,1031,A
499923511,1031,A
499921522,1031,B
499921527,1031,A
499921528,1031,B
499923554,1031,A
499923587,1031,B
499923590,1031,D
499923605,1031,E
499921541,1031,D
499923611,1031,B
499923626,1031,A
499921549,1031,A
499923654,1031,B
499923670,1031,A
499921565,1031,B
499923695,1031,A
499923711,1031,B
499923725,1031,C
499923732,1031,C
499921572,1031,B
499923742,1031,A
499923753,1031,B
499921580,1031,A
499923790,1031,B
499923807,1031,C
499923823,1031,B
499923838,1031,A
499921595,1031,C
499923848,1031,B
499923866,1031,B
499921598,1031,B
499921266,1031,A
499923880,1031,A
499921610,1031,C
499921621,1036,B
499923947,1031,B
499923976,1031,B
499921635,1031,A
499921636,1031,A
499924054,1031,B
499921639,1031,A
499924083,1031,A
499921643,1031,B
499921644,1031,B
499921645,1031,B
499924101,1036,B
499924122,1031,A
499924139,1031,A
499924161,1031,A
499921657,1031,B
499921658,1031,A
499924208,1031,B
499921663,1031,B
499924241,1036,B
499924243,1031,C
499924276,1031,E
499921671,1031,A
499924296,1036,C
499924310,1031,B
499924322,1031,C
499924332,1031,B
499921676,1031,B
499924338,1031,A
499921677,1036,B
499924340,1031,B
499921682,1031,A
499924350,1031,A
499921684,1031,A
499921686,1031,A
499921687,1031,B
499924396,1031,B
499921690,1031,A
499924406,1031,B
499921698,1031,B
499924446,1031,C
499924463,1031,B
499924465,1031,B
499924489,1031,B
499921711,1036,D
499924551,1031,A
499921718,1031,C
499924585,1031,D
499924597,1036,D
499924599,1031,A
499924614,1036,B
499921726,1031,B
499924630,1031,A
499921736,1031,A
499924728,1031,B
499924738,1031,C
499921749,1031,A
499924840,1031,B
499924845,1031,B
499924879,1031,D
499924950,1031,B
499924966,1031,A
499921769,1031,B
499921771,1031,C
499924991,1031,A
499921778,1031,B
499921779,1036,A
499925035,1031,D
499921783,1031,B
499925048,1036,C
499921786,1031,B
499925095,1031,E
499925098,1031,A
499921789,1031,A
499925129,1031,B
499921795,1031,B
499921796,1031,B
499921798,1031,B
499921809,1031,A
499921812,1031,B
499925219,1031,B
499925231,1031,D
499925280,1031,A
499925301,1031,C
499921828,1031,B
499925331,1031,C
499921836,1031,B
499925349,1031,B
499925358,1031,E
499925363,1031,A
499921842,1031,B
499925381,1031,B
499925384,1031,B
499925389,1031,B
499925420,1031,B
499921851,1036,B
499925467,1031,B
499925520,1031,B
499925522,1031,B
499925547,1031,A
499925624,1031,B
499921869,1031,A
499921870,1031,A
499921871,1031,A
499921872,1031,A
499921873,1031,A
499925631,1031,A
499925632,1031,A
499925646,1036,B
499921883,1031,B
499925734,1031,A
499925753,1031,A
499921886,1031,C
499921888,1031,A
499925764,1031,D
499925765,1031,B
499921892,1031,B
499925802,1031,B
499921900,1031,B
499925899,1031,B
499926017,1031,A
499926019,1031,B
499921931,1031,B
499926056,1031,B
499921934,1031,B
499926075,1031,C
499921941,1031,B
499921947,1031,B
499921948,1031,A
499926175,1031,B
499921950,1031,B
499926188,1031,B
499921958,1031,A
499926226,1031,B
499926237,1031,A
499926262,1031,C
499926284,1031,B
499926285,1031,A
499926299,1036,D
499926303,1031,B
499926319,1031,B
499926394,1031,C
499926418,1036,C
499926448,1031,A
499926453,1031,B
499921984,1031,A
499926485,1031,A
499926520,1031,B
499926527,1031,B
499921991,1031,D
499926551,1031,C
499921996,1031,B
499926632,1031,B
499926633,1031,C
499926634,1036,A
499926680,1031,B
499926688,1031,A
499926797,1036,B
499926820,1036,D
499922020,1031,C
499926867,1031,A
499926868,1031,A
499926927,1031,A
499926939,1031,A
499926941,1036,D
499922038,1036,E
499927018,1031,B
499922043,1031,B
499922046,1036,A
499927152,1031,A
499922056,1031,B
499927216,1031,B
499927280,1031,B
499922079,1031,B
499927318,1031,C
499927327,1031,B
499927337,1036,D
499927349,1031,A
499927356,1031,B
499927361,1031,A
499927376,1031,B
499927377,1031,B
499927399,1036,B
499922088,1031,A
499927424,1031,B
499922091,1031,B
499927435,1031,A
499927493,1031,B
499927495,1031,C
499927515,1031,A
499927527,1031,A
499922107,1031,A
499927561,1031,B
499927592,1031,B
499927618,1036,A
499927638,1036,B
499927678,1031,B
499927708,1031,A
499922128,1031,B
499927748,1031,B
499927760,1036,C
499922138,1031,B
499922139,1031,B
499922149,1031,A
499927826,1036,C
499922151,1036,E
499927843,1031,B
499922155,1031,A
499927855,1031,B
499927865,1036,D
499927879,1031,B
499927886,1031,A
499927887,1031,B
499922161,1036,D
499927889,1036,B
499922172,1031,A
499922182,1031,A
499922184,1031,B
499927982,1031,B
499927985,1031,B
499927998,1031,B
499927999,1031,A
499928010,1031,B
499928040,1031,B
499928056,1036,C
499928065,1031,B
499928112,1031,B
499928114,1031,B
499922208,1036,B
499922212,1031,B
499928133,1031,A
499922213,1031,B
499928138,1031,A
499922216,1031,A
499928173,1036,B
499922224,1031,A
499928245,1031,B
499928255,1036,B
499928264,1031,B
499922246,1031,A
499922250,1036,B
499928324,1031,B
499928332,1031,B
499928333,1031,A
499922256,1031,A
499928367,1031,B
499928378,1031,B
499928397,1036,B
499928413,1031,B
499928472,1031,A
499928478,1031,B
499922294,1031,A
499928499,1031,B
499922295,1031,A
499928522,1031,B
499928557,1031,A
499922302,1031,A
499928576,1031,A
499922313,1031,B
499928631,1031,E
499928632,1031,B
499928643,1031,B
499928711,1031,C
499922339,1031,B
499928723,1031,B
499928735,1031,B
499928770,1031,A
499928771,1031,C
499922353,1031,B
499922356,1031,B
499928843,1031,C
499928857,1031,C
499928878,1031,C
499928891,1031,A
499928892,1036,C
499928928,1031,C
499928939,1031,A
499928943,1031,A
499928961,1031,B
499928978,1031,B
499928980,1031,B
499928991,1031,D
499922404,1031,B
499929000,1031,B
499929025,1031,B
499929026,1031,B
499929044,1031,A
499993732,1031,B
499994207,1031,C
499929056,1036,C
499929060,1031,B
499929064,1031,B
499929065,1031,B
499993695,1031,B
499955232,1031,A
499955238,1031,C
499955246,1036,B
499994261,1031,B
499993488,1031,C
499994824,1031,B
499994829,1031,B
499995427,1031,D
499995449,1031,B
499995693,1031,A
499995714,1031,A
499996361,1031,B
499996473,1031,B
499996663,1031,B
499996667,1031,B
499996685,1031,B
499996705,1031,B
499996713,1031,B
499996726,1031,C
499996756,1031,A
499996771,1031,B
499996773,1031,C
499996777,1031,B
499996802,1031,B
499996863,1031,B
499996874,1031,B
499996876,1031,D
499997108,1031,A
499997125,1031,A
499997363,1031,C
499997663,1031,C
499998064,1036,A
499998421,1031,A
499998960,1031,B
499998963,1031,B
499999028,1031,B
499999116,1036,D
499999249,1031,B
499999254,1031,A
499999345,1031,B
499999571,1031,B
500000278,1031,B
500000622,1036,A
500001418,1031,C
500001419,1031,B
500001424,1031,C
500001470,1031,B
500001563,1031,B
500001600,1031,C
500001638,1031,A
500001778,1031,A
500002219,1031,B
500002375,1031,B
500026927,1031,A
500026928,1031,B
500027110,1031,B
500027081,1031,A
500027112,1031,B
500027144,1031,B
500027314,1031,A
500027422,1031,B
500027602,1031,A
500028721,1031,B
500029554,1031,C
500029672,1031,B
500029951,1031,B
500029989,1031,B
500030034,1031,D
500030136,1031,B
500030325,1031,B
500030326,1031,C
500030465,1031,B
500030495,1031,B
500030498,1036,C
500031002,1031,B
500031100,1031,A
500031432,1031,B
500136243,1031,B
500136269,1036,C
500142328,1031,A
500142329,1031,A
500142396,1031,B
500172720,1031,B
500163115,1031,B
500163327,1031,B
500166929,1031,C
500168166,1031,D
500168234,1036,B
500169800,1031,B
500170347,1031,D
500170954,1031,B
500170965,1031,A
500171162,1031,C
500171163,1031,B
500171909,1031,B
500172217,1031,D
500172386,1031,A
500172474,1031,B
500172747,1031,B
500172748,1031,C
500172751,1031,B
500173108,1031,B
500173502,1031,B
500174172,1031,A
500174113,1036,C
500174194,1031,B
500174391,1031,C
500175668,1031,B
500175672,1031,A
500176218,1031,C
500176511,1031,B
500176517,1031,C
500176910,1031,B
500177222,1031,B
500177705,1031,A
500177900,1031,B
500177908,1031,B
500178812,1031,A
500179100,1031,C
500179856,1031,A
500180102,1031,A
500180106,1031,B
500180302,1031,B
500180878,1031,B
500181425,1031,A
500182005,1031,B
500182257,1031,B
500183215,1031,A
500183404,1031,B
500183529,1031,A
500183531,1031,A
500183536,1031,B
500184063,1031,B
500184069,1031,A
500184793,1031,B
500184990,1031,B
500184993,1031,B
500185720,1031,B
500185805,1031,B
500185886,1036,B
500186048,1031,B
500186328,1031,A
500186331,1031,B
500186568,1031,B
500292757,1031,A
500294693,1031,C
500300277,1031,B
500302389,1036,C
500304462,1031,B
500304464,1031,B
500304467,1031,B
500305116,1036,C
500304973,1031,A
500305333,1036,A
500305597,1031,A
500306029,1031,C
500306155,1031,A
500306157,1031,A
500306342,1031,B
500308062,1031,B
500308130,1031,B
500308131,1031,B
500308729,1031,A
500308856,1031,B
500309084,1031,B
500309085,1031,A
500309086,1031,C
500309087,1031,B
500309088,1031,A
500309089,1031,B
500309788,1031,A
500310081,1031,A
500310256,1031,A
500310959,1031,C
500311472,1031,A
500311888,1031,A
500311763,1036,B
500312826,1031,A
500315359,1031,A
500315550,1031,B
500315557,1031,A
500317694,1031,B
500317698,1031,A
500319086,1031,C
500319087,1031,A
500319348,1036,A
500320182,1031,B
500326531,1031,E
500326693,1031,B
500326945,1031,C
500327495,1031,C
500328428,1031,B
500328929,1031,B
500329122,1036,B
500329381,1031,B
500330060,1036,B
500332727,1031,A
500337913,1031,B
500357710,1031,B
500357711,1031,D
500359970,1031,B
500363140,1031,C
500363269,1031,A
500363531,1031,D
500363626,1031,B
500363627,1031,C
500365007,1031,B
500375938,1031,B
500378032,1031,C
500378379,1031,B
500378690,1031,A
500378695,1031,B
500379391,1031,A
500380111,1031,B
500380396,1031,C
500381031,1031,A
500381392,1031,B
500383900,1031,C
500383901,1031,B
500386350,1031,A
500386436,1031,A
500386610,1031,B
500386870,1031,B
500386874,1031,A
500387702,1031,C
500387775,1031,C
500388712,1031,C
500388715,1031,A
500388973,1031,B
500389283,1031,C
500390429,1036,A
500390689,1031,A
500391317,1031,C
500393195,1031,C
500394264,1031,A
500394514,1031,B
500394517,1031,B
500394518,1031,B
500394521,1031,A
500395416,1031,B
500395419,1031,C
500395900,1031,B
500395901,1031,B
500396913,1031,A
500396306,1031,C
500396313,1031,B
500396792,1031,B
500398075,1036,B
500543810,1031,A
500543968,1031,A
500544156,1031,A
500545283,1031,A
500545284,1036,B
500546184,1031,A
500546188,1031,A
500546438,1036,A
500547764,1031,A
500548909,1031,B
500549099,1031,C
500549674,1031,B
500550135,1031,B
500550137,1031,B
500550383,1031,A
500551528,1031,A
500552184,1036,B
500553325,1031,B
500554251,1036,B
500554562,1031,B
500554975,1031,A
500557057,1031,B
500557722,1031,B
500557911,1036,B
500558157,1031,A
500558158,1031,B
500558402,1031,E
500558803,1031,B
500558985,1031,B
500565746,1031,B
500559557,1031,A
500560474,1031,A
500560669,1036,B
500562098,1031,B
500562645,1031,B
500563212,1031,A
500564078,1031,B
500564234,1031,B
500565297,1031,B
500565521,1031,D
500565523,1031,E
500566285,1036,B
500566467,1031,A
500567079,1031,B
500567762,1031,B
500567763,1031,B
500588857,1031,B
500589104,1031,A
500589105,1031,A
500571757,1031,A
500571758,1031,C
500580855,1031,B
500587925,1031,B
500589506,1031,B
500588045,1031,A
500588049,1031,D
500589726,1036,B
500590650,1031,B
500591046,1031,D
500592805,1031,A
500593642,1031,B
500593644,1031,A
500593975,1031,B
500594110,1031,B
500594112,1031,B
500595995,1031,B
500595996,1031,B
500597620,1031,A
500597621,1031,A
500598072,1036,B
500599997,1031,A
500598727,1031,B
500598924,1031,B
500601163,1031,A
500601166,1031,C
500601167,1031,A
500604791,1031,B
500606650,1031,B
500607755,1031,B
500609028,1031,B
500609414,1031,C
500610930,1031,B
500611575,1036,D
500611576,1031,A
500611577,1031,C
500611762,1031,B
500612373,1031,B
500624079,1031,A
500618983,1031,B
500619146,1031,B
500619532,1031,C
500622650,1036,B
500623252,1031,C
500623703,1031,A
500623705,1031,B
500623706,1031,C
500624763,1031,B
500625093,1031,B
500625094,1031,A
500626177,1031,B
500626434,1031,B
500626870,1031,B
500635649,1031,B
500627444,1031,B
500627573,1031,B
500627751,1031,B
500627753,1031,C
500627918,1031,A
500628095,1031,B
500628272,1031,C
500628727,1036,C
500629239,1031,B
500631046,1031,B
500631224,1031,A
500631431,1031,C
500631850,1031,B
500632007,1031,B
500632008,1036,A
500632399,1031,A
500632834,1031,B
500632836,1031,B
500632999,1031,B
500633188,1031,B
500634851,1031,B
500634852,1031,B
500635247,1031,B
500636582,1031,A
500636949,1031,B
500638468,1031,A
500638914,1031,A
500638915,1037,A
500640804,1031,B
500642185,1031,A
500643248,1031,A
500643538,1031,A
500647421,1031,B
500644392,1031,A
500644396,1031,B
500646062,1031,B
500647599,1031,A
500652580,1031,B
500652581,1031,B
500649450,1031,D
500650315,1031,B
500650867,1031,B
500651023,1031,A
500651749,1031,C
500651907,1031,B
500652927,1031,A
500653226,1031,B
500654686,1031,B
500655085,1031,C
500655090,1031,B
500655092,1036,C
500657339,1031,A
500658148,1036,A
500658339,1031,D
500658343,1031,C
500658962,1031,B
500659618,1031,A
500659775,1031,A
500660180,1031,A
500660181,1031,B
500660948,1031,A
500660950,1031,B
500661065,1031,B
500661413,1036,B
500661578,1031,C
500661579,1031,B
500661769,1031,A
500662096,1031,B
500662103,1031,B
500662253,1031,B
500662408,1031,A
500662409,1031,A
500662410,1031,B
500663080,1031,A
500669409,1031,B
500664129,1031,B
500664131,1031,B
500664310,1031,C
500665223,1036,D
500665226,1031,A
500665459,1036,D
500667366,1036,D
500667368,1031,C
500667370,1031,B
500668348,1031,A
500668351,1036,C
500669414,1031,A
500726585,1031,B
500734246,1031,C
500734617,1031,C
500735100,1031,B
500735430,1031,B
500735645,1031,C
500735863,1031,A
500736049,1031,B
500736210,1031,C
500736378,1031,B
500737049,1031,A
500737254,1031,B
500737527,1031,A
500737528,1031,B
500740397,1036,B
500737869,1031,B
500738327,1031,B
500738332,1036,A
500738781,1031,A
500739522,1031,B
500739525,1031,A
500739711,1031,B
500739712,1031,A
500740402,1031,B
500740507,1031,D
500740850,1031,B
500741298,1031,A
500741726,1031,B
500741730,1031,A
500742131,1036,D
500742524,1036,A
500742913,1031,C
500742916,1036,B
500743311,1031,D
500744247,1031,A
