id_reseller,zone,cluster
499932411,1019,B
499932423,1019,B
499932430,1019,A
499932447,1019,B
499932449,1019,C
499932456,1019,B
499932477,1019,B
499932537,1019,B
499932568,1019,B
499932572,1019,B
499932581,1019,B
499932613,1019,B
499932645,1019,A
499932654,1019,B
499932686,1019,A
499932694,1019,A
499932707,1019,B
499932712,1019,A
499932721,1019,A
499932723,1019,A
499932724,1019,A
499932726,1019,A
499932727,1019,A
499932728,1019,A
499932799,1019,B
499932858,1019,B
499932868,1019,B
499932903,1019,B
499932927,1019,B
499932951,1019,B
499932969,1019,B
499933043,1019,B
499933126,1019,B
499933140,1019,B
499933149,1019,B
499933178,1019,A
499933189,1019,B
499933197,1019,B
499933208,1019,C
499933231,1019,B
499933253,1019,A
499933302,1019,B
499933309,1019,A
499933310,1019,B
499933312,1019,C
499933313,1019,B
499933326,1019,A
499933382,1019,B
499933412,1019,A
499933416,1019,B
499933423,1019,A
499933473,1019,B
499933476,1019,B
499933489,1019,A
499933528,1019,A
499933538,1019,B
499933562,1015,B
499933592,1019,B
499933611,1019,B
499933615,1019,A
499933616,1019,A
499933630,1019,B
499933643,1015,B
499933654,1015,A
499933681,1019,A
499933682,1019,A
499933685,1019,B
499933711,1020,A
499933714,1019,A
499933760,1019,B
499933762,1019,A
499933787,1019,B
499933797,1019,B
499933824,1019,B
499933830,1019,B
499933865,1019,B
499933873,1019,A
499933879,1019,A
499933882,1019,B
499933902,1019,A
499933908,1019,B
499933920,1019,C
499933940,1019,C
499933959,1019,B
499933977,1019,B
499933993,1019,B
499934052,1019,A
499934055,1019,B
499934075,1019,C
499934081,1019,A
499934090,1019,E
499934167,1019,A
499934168,1019,B
499934186,1015,A
499934218,1019,B
499934232,1019,B
499934251,1019,B
499934276,1019,B
499934301,1019,B
499934316,1019,A
499934325,1019,A
499934333,1019,E
499934357,1015,B
499934392,1019,A
499934438,1019,B
499934441,1019,A
499934474,1019,B
499934495,1019,C
499934508,1019,B
499934510,1019,B
499934528,1019,B
499934570,1019,A
499934664,1019,C
499934691,1019,B
499934729,1019,A
499934744,1019,B
499934784,1019,B
499934790,1019,B
499934794,1019,B
499934795,1019,B
499934840,1019,C
499934856,1019,B
499934864,1019,B
499934871,1019,B
499934890,1019,B
499934932,1019,B
499934941,1019,A
499934955,1019,B
499934957,1019,B
499934963,1019,B
499934966,1019,B
499934971,1019,B
499934976,1019,B
499934984,1019,C
499935003,1019,B
499935013,1019,B
499935047,1019,B
499935056,1019,B
499935079,1019,B
499935081,1019,C
499935121,1019,B
499935125,1019,A
499935136,1019,B
499935143,1019,B
499935146,1015,B
499935150,1015,C
499935154,1015,B
499935162,1015,B
499935198,1019,B
499935216,1019,A
499935242,1019,B
499935243,1019,B
499935256,1019,B
499935258,1019,B
499935291,1019,B
499935304,1019,B
499935309,1019,B
499935312,1019,B
499935314,1019,D
499935332,1019,A
499935344,1019,B
499935346,1019,B
499935363,1019,B
499935459,1019,B
499935467,1019,A
499935471,1019,B
499935476,1019,C
499935500,1019,B
499935513,1019,A
499935540,1019,C
499935541,1019,A
499935557,1019,A
499935581,1019,B
499935591,1019,A
499935609,1019,B
499935610,1019,B
499935626,1019,A
499935650,1019,B
499935671,1019,B
499935683,1019,B
499935688,1019,B
499935692,1019,B
499935722,1019,B
499935730,1019,B
499935738,1019,A
499935762,1019,C
499935767,1019,B
499935769,1019,B
499935782,1019,A
499935807,1019,B
499935820,1019,B
499935831,1019,A
499935836,1019,B
499935871,1019,B
499935887,1019,B
499935901,1019,B
499935935,1019,B
499935936,1019,B
499935971,1019,B
499935986,1019,B
499936000,1019,B
499936005,1019,B
499936079,1019,B
499936117,1019,B
499936166,1019,A
499936228,1019,D
499936255,1019,B
499936344,1018,A
499936359,1019,B
499936360,1020,A
499936362,1019,B
499936405,1019,A
499936422,1019,B
499936428,1019,B
499936438,1019,A
499936455,1019,A
499936462,1019,B
499936476,1019,B
499936491,1019,B
499936496,1019,B
499936552,1019,C
499936566,1019,B
499936609,1019,B
499936645,1019,A
499936660,1019,C
499936662,1019,A
499936667,1019,B
499936671,1019,B
499936710,1019,A
499936873,1019,C
499936906,1019,D
499936916,1019,B
499936937,1019,B
499936949,1019,C
499936971,1019,B
499936988,1019,B
499937023,1019,A
499937037,1019,A
499937049,1019,C
499937103,1019,B
499937158,1019,B
499937176,1019,B
499937212,1019,A
499937265,1019,D
499937283,1019,B
499937352,1019,C
499937355,1019,B
499937380,1019,B
499937389,1019,C
499937394,1019,B
499937396,1019,B
499937407,1019,A
499937491,1014,B
499937510,1014,B
499937529,1019,B
499921250,1019,A
499937534,1019,C
499937541,1014,D
499937588,1020,A
499937590,1019,B
499921292,1019,A
499921294,1019,A
499937649,1019,A
499937662,1019,A
499937667,1019,B
499937669,1019,B
499937682,1014,B
499937684,1014,C
499937697,1014,B
499937739,1019,A
499937747,1019,B
499937772,1019,B
499937812,1014,A
499937843,1019,D
499937923,1012,B
499937926,1012,B
499937927,1012,B
499937936,1012,A
499937971,1012,C
499937983,1014,A
499938002,1014,B
499938005,1014,A
499938017,1014,B
499938082,1019,B
499938084,1019,A
499938093,1019,B
499938133,1019,A
499938137,1019,B
499938144,1019,B
499938157,1019,B
499938163,1019,B
499938215,1019,A
499938225,1019,A
499938285,1019,C
499938291,1013,A
499938295,1019,A
499938343,1019,B
499938349,1019,B
499938362,1019,B
499938372,1019,C
499938378,1019,A
499938394,1019,A
499938407,1019,D
499938432,1019,B
499938448,1019,A
499938469,1019,A
499938477,1019,B
499938490,1019,B
499938517,1014,A
499938524,1019,A
499938530,1019,C
499938541,1019,A
499938569,1019,A
499938587,1019,B
499938602,1019,B
499938644,1019,B
499938658,1014,B
499938676,1014,B
499938687,1014,A
499938700,1014,A
499938710,1014,A
499938748,1014,B
499938768,1014,B
499938785,1014,B
499938861,1014,B
499938869,1012,B
499938870,1014,B
499938878,1012,A
499938888,1014,B
499938910,1014,B
499938927,1014,C
499938944,1014,B
499939029,1014,A
499939030,1014,A
499939038,1014,B
499939077,1014,E
499939143,1014,B
499939151,1014,B
499939271,1014,A
499939272,1014,A
499939323,1012,A
499939414,1012,B
499939433,1014,A
499939566,1014,B
499939773,1014,A
499939783,1014,C
499939787,1014,B
499939823,1015,C
499939841,1012,A
499939917,1014,A
499939924,1012,A
499939965,1019,A
499940011,1014,C
499940036,1015,C
499940069,1015,B
499940077,1014,B
499940106,1014,B
499940113,1012,A
499940137,1014,B
499993951,1014,B
499993456,1014,B
499997095,1014,B
499999972,1014,C
500000266,1014,B
500000604,1012,B
500000606,1012,B
500001021,1012,B
500001898,1014,A
500027587,1014,B
500027588,1014,A
499940250,1019,B
499940266,1019,B
499940270,1019,A
499940292,1019,B
499940360,1019,C
499940367,1019,B
499940377,1019,B
499940477,1015,B
499940479,1015,B
499940480,1015,D
499940527,1015,B
499940531,1015,A
499940533,1015,B
499940543,1015,E
499940563,1015,A
499940570,1015,B
499940585,1015,B
499940590,1015,B
499940602,1015,A
499940659,1015,B
499940628,1015,B
499940630,1015,B
499940639,1015,B
499940644,1015,B
499940651,1015,B
499940691,1015,B
499940692,1015,B
499940739,1015,B
499940764,1015,A
499940769,1015,B
499940865,1015,B
499940866,1015,B
499940869,1015,C
499940877,1015,B
499940890,1015,C
499940912,1015,A
499940928,1015,C
499940944,1015,A
499940962,1015,C
499940983,1015,B
499941009,1015,B
499941012,1015,A
499941046,1015,A
499941048,1015,B
499941052,1015,B
499941109,1015,C
499941155,1015,A
499941237,1015,B
499941238,1015,B
499941241,1015,C
499941246,1015,A
499941267,1015,A
499941296,1015,A
499941297,1015,C
499941298,1015,B
499941318,1015,B
499941341,1015,D
499941375,1015,C
499941388,1015,B
499941399,1015,B
499941420,1015,B
499941603,1015,B
499941615,1015,B
499941620,1015,B
499941695,1015,A
499941705,1015,B
499941735,1015,A
499941819,1015,A
499941895,1015,B
499941919,1015,B
499941953,1015,C
499941969,1015,B
499941973,1015,A
499941980,1015,B
499942023,1015,A
499942031,1015,C
499942064,1015,E
499942066,1015,B
499942098,1015,B
499942109,1015,A
499942160,1015,B
499942176,1015,A
499942196,1015,C
499942220,1015,B
499942253,1015,B
499942260,1015,B
499942276,1015,B
499942288,1015,B
499942289,1015,A
499942308,1015,B
499942336,1015,B
499942352,1015,B
499942377,1015,B
499942380,1015,B
499942381,1015,B
499942387,1015,B
499942391,1015,B
499942422,1015,B
499942487,1015,B
499942491,1015,A
499942505,1015,B
499942514,1015,B
499994553,1015,B
499994554,1015,A
499995345,1015,A
499995563,1015,C
499995564,1015,B
499996263,1015,B
499996266,1015,A
499998041,1015,B
499998547,1015,A
499998941,1016,A
499999394,1015,A
500000080,1015,B
500000134,1015,B
500001450,1015,A
500001571,1015,B
500002358,1015,A
500027031,1015,B
500028096,1015,A
500028508,1015,B
500029458,1015,B
500029898,1015,B
500031122,1015,B
500136296,1015,A
500162768,1015,B
500163267,1015,A
500171695,1015,A
500171754,1015,A
500173096,1015,B
500173214,1015,A
500174183,1015,B
500174185,1015,B
500175519,1015,B
500175523,1015,A
500177656,1015,D
500179828,1015,B
500179829,1015,B
500180869,1015,A
500183720,1015,A
500184203,1015,B
500305464,1015,B
500307372,1015,A
500310797,1015,C
500316003,1015,B
500320168,1015,A
500320484,1015,B
500320641,1015,A
500327484,1015,A
500328566,1015,B
500328800,1015,A
500330882,1015,A
500330275,1015,A
500332059,1015,B
500332373,1015,B
500376479,1015,B
500377425,1015,A
500376798,1015,A
500377175,1015,B
500379360,1015,A
500379711,1015,B
500386334,1015,A
500393720,1015,C
500392441,1015,A
500393153,1015,A
500393721,1015,B
500395127,1015,B
500395885,1015,B
500396785,1015,A
500397459,1015,C
500398062,1015,B
500549656,1015,B
500553299,1015,B
500557050,1015,C
500560290,1015,A
500563557,1015,B
500568426,1015,B
500595154,1015,E
500599989,1015,B
500595752,1015,D
500596352,1015,A
500596514,1015,A
500598414,1015,B
500607344,1015,B
500608606,1015,B
500608608,1015,A
500610410,1015,B
500611343,1015,B
500623892,1015,B
500612356,1015,A
500623243,1015,A
500625978,1015,C
500625983,1015,C
500626592,1015,A
500626860,1015,A
500628075,1015,B
500629417,1015,A
500628463,1015,D
500632619,1015,B
500635048,1015,A
500635462,1015,A
500636562,1015,A
499921253,1019,A
499942547,1019,B
499942563,1019,B
499942580,1019,C
499942584,1019,A
499942591,1019,A
499942648,1019,B
499942654,1019,E
499942657,1019,B
499942672,1019,B
499942720,1019,A
499942763,1019,A
499942770,1019,B
499942777,1019,B
499942792,1019,B
499942796,1019,A
499942802,1019,B
499942809,1019,B
499942810,1019,B
499942823,1019,B
499942825,1019,B
499942827,1019,A
499942836,1019,A
499942841,1019,A
499942863,1019,C
499942866,1019,A
499942870,1019,B
499942895,1019,C
499942954,1019,A
499942960,1019,B
499942962,1019,B
499942975,1019,B
499942990,1019,C
499942991,1019,A
499943009,1019,B
499943064,1019,B
499943077,1019,B
499943091,1019,A
499943107,1019,C
499943128,1019,B
499943174,1019,A
499943197,1019,B
499943212,1019,A
499943217,1019,A
499943246,1019,A
499943265,1019,B
499943302,1019,B
499943321,1019,B
499943356,1019,A
499943385,1019,B
499943488,1019,B
499943495,1019,A
499943522,1019,B
499943535,1019,B
499943564,1019,B
499943628,1019,A
499943630,1019,B
499943634,1019,A
499943650,1019,B
499943689,1019,B
499943716,1019,A
499943746,1019,B
499943754,1019,B
499943757,1019,B
499943767,1019,B
499943833,1019,B
499943849,1019,B
499943872,1019,A
499943894,1019,B
499943917,1019,B
499943953,1019,B
499943970,1019,D
499944024,1019,A
499944032,1019,B
499944048,1019,B
499944056,1019,B
499944059,1019,B
499944082,1019,B
499944091,1019,B
499944117,1019,B
499944139,1019,A
499944190,1019,B
499944210,1019,A
499944265,1019,B
499944273,1019,B
499944282,1019,B
499944288,1019,D
499944300,1019,C
499944373,1019,B
499944396,1019,A
499944405,1019,A
499944413,1019,B
499944506,1019,A
499944519,1019,A
499944523,1019,A
499944526,1019,A
499944527,1019,A
499944530,1019,A
499944531,1019,A
499944532,1019,A
499944574,1019,A
499944581,1019,A
499944589,1019,A
499944615,1019,B
499944617,1019,B
499944633,1019,B
499944639,1019,B
499944641,1019,B
499944643,1019,B
499944648,1019,B
499944666,1019,B
499944711,1019,B
499944731,1019,C
499944737,1019,B
499944750,1019,B
499944766,1019,B
499944778,1019,B
499944780,1019,A
499944836,1019,A
499944824,1019,A
499944830,1019,B
499944864,1019,B
499944931,1019,A
499944949,1019,B
499944966,1019,B
499944975,1019,A
499945016,1019,A
499945001,1019,B
499945049,1019,B
499945066,1019,B
499945100,1019,B
499945122,1019,B
499945140,1019,B
499945152,1019,A
499945157,1019,C
499945169,1019,B
499945187,1019,B
499945202,1019,A
499945236,1019,A
499945283,1019,B
499945327,1019,B
499945360,1019,B
499945403,1019,B
499945414,1019,B
499945417,1019,A
499945426,1019,B
499945428,1019,A
499945458,1019,B
499945523,1019,C
499945548,1019,A
499945555,1019,B
499945597,1019,B
499945615,1019,A
499945620,1019,B
499945732,1019,B
499945790,1019,A
499945813,1019,B
499945854,1019,B
499945873,1019,B
499945906,1019,B
499945956,1019,B
499945980,1019,B
499946004,1019,B
499946010,1019,B
499946043,1019,A
499946083,1019,B
499946102,1019,B
499946119,1019,B
499946131,1019,B
499946171,1019,A
499946191,1019,C
499946225,1019,B
499946252,1019,B
499946298,1019,A
499946299,1019,B
499946313,1019,B
499946341,1019,C
499946367,1019,A
499946408,1019,B
499946414,1019,B
499946434,1019,B
499946449,1019,A
499946453,1019,B
499946529,1019,A
499946572,1019,A
499946596,1019,B
499946605,1019,B
499946654,1019,B
499946668,1019,B
499946671,1019,B
499946716,1019,B
499946718,1019,A
499946799,1019,B
499946829,1019,A
499946954,1019,B
499946965,1019,B
499946989,1019,B
499947007,1019,B
499947053,1019,B
499947066,1019,A
499947101,1019,B
499947122,1019,B
499947193,1019,A
499947234,1019,B
499947249,1019,A
499947279,1019,C
499947282,1019,A
499947294,1019,A
499947303,1019,A
499947334,1019,B
499947339,1019,B
499947348,1019,B
499947438,1019,A
499947457,1019,A
499947478,1019,B
499947554,1018,A
499947588,1019,B
499947600,1019,B
499947611,1019,A
499947621,1019,A
499947622,1019,C
499947625,1019,A
499947627,1019,A
499947640,1019,B
499947655,1019,A
499947682,1019,A
499947747,1019,B
499947756,1019,A
499947757,1019,B
499947773,1019,B
499947818,1019,A
499947862,1019,B
499947884,1019,C
499947917,1019,B
499947966,1019,B
499947985,1019,B
499948027,1019,C
499948049,1019,A
499948070,1019,A
499948089,1019,C
499948107,1019,B
499948111,1019,A
499948127,1019,B
499948160,1019,B
499948172,1019,B
499948222,1019,A
499948225,1019,B
499948237,1019,B
499948260,1019,A
499948275,1019,B
499948294,1019,A
499948354,1019,B
499948371,1019,E
499948381,1019,C
499948409,1019,B
499948413,1019,B
499948421,1019,A
499948432,1019,A
499948439,1019,A
499948458,1019,B
499948463,1019,A
499948465,1019,A
499948528,1019,B
499948531,1019,B
499948559,1019,B
499948572,1019,B
499948613,1019,B
499948643,1019,B
499948694,1019,B
499948697,1019,A
499948698,1019,B
499948700,1019,B
499948721,1019,B
499948765,1019,A
499948770,1019,A
499948777,1019,B
499948821,1019,B
499948856,1019,A
499948866,1019,A
499948868,1019,B
499948893,1019,A
499948920,1019,B
499948921,1019,B
499948923,1019,D
499948942,1019,A
499948947,1019,B
499948967,1019,A
499948969,1019,A
499948982,1019,B
499949005,1019,A
499949069,1019,A
499949070,1019,B
499949107,1019,B
499949109,1019,A
499949113,1019,B
499949119,1019,A
499949120,1019,B
499949128,1019,C
499949137,1019,B
499949142,1019,A
499949169,1019,A
499949199,1019,A
499949208,1019,C
499949226,1019,A
499949231,1019,B
499949248,1019,A
499949259,1019,A
499949265,1019,B
499949280,1019,B
499949286,1019,A
499949292,1019,A
499949306,1019,B
499949310,1019,A
499949330,1019,A
499949339,1019,B
499949358,1019,B
499949365,1019,A
499949367,1019,B
499949377,1019,B
499949381,1019,B
499949430,1019,A
499949578,1019,B
499949583,1019,B
499949586,1019,B
499949597,1019,C
499949600,1019,B
499949618,1019,A
499949652,1019,B
499949659,1019,A
499949668,1019,B
499949686,1019,A
499949709,1019,B
499949712,1019,B
499949724,1019,B
499949732,1019,B
499949740,1019,A
499949763,1019,B
499949764,1019,A
499949834,1019,B
499949836,1019,B
499949845,1019,B
499949846,1019,B
499949876,1019,B
499949892,1019,B
499949928,1019,B
499949946,1019,A
499949965,1019,B
499949970,1019,A
499949973,1019,B
499949997,1019,A
499950001,1019,B
499950011,1019,A
499950057,1019,B
499950061,1019,C
499950066,1019,A
499950067,1019,B
499950079,1019,B
499950081,1019,B
499950084,1019,B
499950094,1019,C
499950096,1019,B
499950104,1019,B
499950154,1019,B
499950159,1019,A
499950175,1019,B
499950181,1019,B
499950182,1019,B
499950194,1019,A
499950209,1019,B
499950216,1019,B
499950218,1019,A
499950222,1019,B
499950244,1019,A
499950271,1019,A
499950274,1019,A
499950291,1019,B
499950304,1019,B
499950308,1019,A
499950341,1019,B
499950348,1019,A
499950363,1019,B
499950368,1019,A
499950370,1019,A
499950399,1019,B
499950435,1019,B
499950440,1019,A
499950461,1019,B
499950483,1019,A
499950488,1019,A
499950496,1019,B
499950499,1019,B
499950501,1019,B
499950510,1019,A
499950537,1019,B
499950581,1019,B
499950591,1019,B
499950599,1019,B
499950624,1019,C
499950645,1019,B
499950651,1019,B
499950666,1019,A
499950704,1019,B
499950705,1019,C
499950715,1019,B
499950740,1019,C
499950787,1019,B
499950798,1019,B
499950841,1019,B
499950850,1019,B
499950858,1019,B
499950879,1019,B
499950891,1019,B
499950893,1019,B
499950923,1019,B
499950931,1019,B
499950935,1019,B
499950958,1019,A
499950969,1019,B
499950978,1019,C
499950983,1019,A
499951005,1019,B
499951015,1019,A
499951039,1019,B
499951052,1019,A
499951058,1019,B
499951073,1019,A
499951078,1019,A
499951087,1019,A
499951094,1019,B
499951099,1019,B
499951123,1019,C
499951143,1019,B
499951150,1019,B
499951155,1019,B
499951165,1019,D
499951176,1019,B
499951212,1019,B
499951222,1019,B
499951265,1019,B
499951272,1019,B
499951273,1019,B
499951292,1019,A
499951294,1019,B
499951300,1019,C
499951302,1019,A
499951305,1019,A
499951306,1019,B
499951334,1019,B
499951366,1019,A
499951367,1019,A
499951370,1019,D
499951379,1019,A
499951387,1019,B
499951393,1019,A
499951415,1019,B
499994114,1019,B
499951446,1019,B
499951450,1019,B
499951454,1019,B
499993982,1019,A
499993858,1019,B
499951468,1019,A
499951487,1019,A
499951497,1019,A
499951500,1019,B
499951517,1019,A
499951532,1019,B
499951540,1019,B
499993464,1019,B
499993844,1019,A
499993962,1019,C
499994416,1019,B
499993923,1019,A
499994254,1019,A
499994255,1019,B
499994203,1019,A
499994624,1019,A
499994421,1019,B
499994648,1019,B
499994428,1019,B
499994681,1019,A
499994694,1019,B
499994716,1019,B
499995374,1019,B
499995265,1019,A
499995403,1019,B
499995586,1019,A
499995590,1019,B
499995649,1019,B
499995664,1019,A
499996131,1019,B
499997087,1019,A
499996279,1019,B
499996203,1019,B
499996210,1019,C
499996317,1019,A
499997328,1019,B
499997331,1019,B
499997336,1019,D
499997409,1019,B
499997516,1019,B
499997769,1019,A
499997775,1019,B
499997777,1019,A
499997778,1019,A
499997811,1019,A
499997850,1019,B
499997882,1019,A
499997929,1019,A
499997978,1019,B
499998012,1019,A
499998014,1019,B
499998075,1019,B
499998115,1019,B
499998131,1019,B
499998408,1019,B
499998572,1019,B
499998667,1019,B
499998876,1019,E
499998780,1019,B
499998838,1019,C
499999023,1019,A
499999191,1019,B
499999223,1019,B
499999224,1019,B
499999242,1019,B
499999398,1019,B
499999463,1019,A
499999640,1019,C
499999642,1019,B
499999861,1019,B
500000045,1019,B
500000506,1019,B
500000644,1019,A
500000895,1019,A
500001146,1019,B
500001148,1019,B
500001150,1019,B
500001217,1019,A
500001221,1019,B
500001223,1019,B
500001260,1019,A
500001460,1019,A
500001668,1019,A
500001675,1019,B
500001677,1019,A
500001864,1019,A
500001936,1019,B
500002013,1019,A
