             BARCODE  INDEX     DATE     S.TIME    E.TIME   CYCLE             JOB        RESULT       USER          LOTINFO        MACHINE              SIDE        ,,,,,,,,,,,,,,,,,,,,
                M4634596 24878 11/10/2020   16:56:38  16:56:46      8   A5E41637164-04-TOP     GOOD           SV              KOHYOUNG T,,,,,,,,,,,,,,,,,,,,
Component ID,Volume(%),Height(um),Area(%),OffsetX(%),OffsetY(%),Volume(um3),Area(um2),Result,PinNumber,Pad Verification,Shape,Library_Name,Vol_Min(%),Vol_Max(%),Height_Low(um),Height_High(um),Area_Min(%),Area_Max(%),OffsetX_Error(mm),OffsetY_Error(mm)
1:D81_03,99.376,111.994,106.481,1.575,0.67,46030970,411014,GOOD,16,,38.5um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,100.327,112.299,107.208,-2.107,0.491,46471550,413822,GOOD,15,,50.1um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,98.936,112.362,105.661,1.216,0.312,45827000,407851,GOOD,14,,41.0um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,101.563,113.143,107.718,-2.128,0.133,47043640,415790,GOOD,13,,51.0um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,95.875,108.637,105.903,1.204,-0.046,44408960,408783,GOOD,12,,37.1um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,104.348,117.585,106.492,-2.464,1.256,48333940,411057,GOOD,11,,36.5um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,98.927,109.337,108.575,0.871,1.077,45822890,419099,GOOD,10,,41.8um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,98.249,112.492,104.806,-2.453,0.897,45508680,404549,GOOD,9,,37.9um,,45,200,60,230,60,170,0.18,0.18
1:00,108.325,124.34,104.545,0.28,-0.566,50176160,403541,GOOD,,,32.8um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,119.376,129.55,110.576,-0.253,-1.186,55294620,426822,GOOD,,,38.0um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,117.03,136.13,103.164,-0.672,-4.288,54208170,398210,GOOD,,,65.5um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,119.688,140.926,101.915,-0.678,-6.393,55439340,393392,GOOD,,,74.5um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,102.494,116.098,105.939,1.104,1.771,30238260,260455,GOOD,,,35.3um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,101.865,115.308,106.011,1.021,0.486,30052850,260632,GOOD,,,32.3um,PART6,45,200,60,230,60,170,0.18,0.18
1:C640_03,93.414,122.125,91.788,-0.868,0.69,53772120,440303,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C640_03,98.797,120.022,98.779,-0.578,0.131,56871100,473839,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R900_03,93.768,111.275,101.12,0.142,-0.567,434557600,3905253,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R900_03,105.716,123.583,102.651,0.308,-0.278,489927200,3964360,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,113.225,127.346,106.693,0.35,-2.381,52445690,411835,GOOD,,,48.7um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,113.216,125.578,108.187,0.172,-2.669,52441290,417599,GOOD,,,52.7um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,92.37,119.757,92.557,-0.053,-0.297,53171250,443992,GOOD,,,0.0um,PART1,45,200,60,230,60,170,0.18,0.18
1:00,119.615,142.697,100.589,-0.513,-6.818,55405460,388273,GOOD,,,62.8um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,117.523,139.488,101.104,-0.52,-5.833,54436580,390259,GOOD,,,67.0um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,105.942,120.141,105.817,0.805,-0.27,145434600,1210533,GOOD,,,0.0um,PART4,45,200,60,230,60,170,0.18,0.18
1:00,93.263,108.433,103.211,-0.332,0.42,128029000,1180717,GOOD,,,0.0um,PART4,45,200,60,230,60,170,0.18,0.18
1:00,111.5,124.793,107.217,1.027,0.379,153064200,1226541,GOOD,,,0.0um,PART4,45,200,60,230,60,170,0.18,0.18
1:00,107.954,114.636,113.005,-0.266,0.403,148197000,1292760,GOOD,,,0.0um,PART4,45,200,60,230,60,170,0.18,0.18
1:00,106.9,123.586,103.799,1.514,1.929,31538290,255194,GOOD,,,37.9um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,107.81,122.19,105.878,2.005,0.649,31806710,260305,GOOD,,,38.8um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,99.291,122.475,97.285,0.627,0.087,233155000,1903700,GOOD,,,0.0um,PART3,45,200,60,230,60,170,0.18,0.18
1:H15_03,105.605,120.167,105.459,1.24,-1.536,64748090,538819,GOOD,K,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:H16_03,105.316,122.237,103.389,1.146,-2.465,64570770,528243,GOOD,K,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R634_03,106.671,118.859,107.695,0.393,0.561,53612570,451061,GOOD,2,,51.7um,,45,200,60,230,60,170,0.18,0.18
1:R634_03,111.022,117.721,113.171,0.114,-0.021,55799490,473999,GOOD,1,,55.4um,,45,200,60,230,60,170,0.18,0.18
1:C634_03,92.697,119.365,93.191,-1.122,-0.137,53359920,447033,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C634_03,99.821,119.776,100.008,-0.151,1.302,57460190,479732,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C602_03,97.132,123.912,94.066,-0.136,-1.311,55912820,451230,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,109.827,129.668,101.638,-0.355,-3.835,50871820,392323,GOOD,,,50.7um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,118.08,141.944,99.826,-0.362,-5.093,54694530,385326,GOOD,,,70.3um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,105.32,116.711,108.288,2.067,2.088,31071910,266230,GOOD,,,37.8um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,104.282,118.971,105.184,2.56,0.812,30765860,258599,GOOD,,,37.7um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,117.041,138.409,101.474,-0.196,-3.345,54213220,391688,GOOD,,,54.5um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,132.478,144.359,110.124,-0.203,-10.505,61363550,425078,GOOD,,,73.4um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,118.82,136.866,104.178,-0.333,-3.699,55037240,402126,GOOD,,,42.6um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,122.237,145.261,100.98,-0.043,-6.282,56620160,389783,GOOD,,,60.8um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,92.176,116.974,94.561,-1.537,-1.213,53059860,453604,GOOD,,,0.0um,PART1,45,200,60,230,60,170,0.18,0.18
1:00,121.186,137.279,105.932,0.124,-2.754,56133200,408898,GOOD,,,39.0um,PART0,45,200,60,230,60,170,0.18,0.18
1:00,120.22,139.792,103.199,-0.18,-3.822,55685600,398347,GOOD,,,60.1um,PART0,45,200,60,230,60,170,0.18,0.18
1:R633_03,111.258,122.419,109.059,0.852,0.76,55917990,456777,GOOD,2,,51.2um,,45,200,60,230,60,170,0.18,0.18
1:R633_03,111.092,122.517,108.809,1.659,0.184,55834600,455729,GOOD,1,,75.5um,,45,200,60,230,60,170,0.18,0.18
1:C633_03,94.255,119.48,94.665,-0.063,0.05,54256600,454105,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C633_03,99.86,120.691,99.288,1.209,1.495,57482780,476281,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,129.216,153.917,100.742,-0.78,0.355,438463700,2848712,GOOD,S,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,132.01,152.026,104.201,0.004,-0.17,447945400,2946511,GOOD,,,0.0um,PART12,45,200,60,230,60,170,0.18,0.18
1:00,125.854,146.118,103.358,-0.616,0.36,427054800,2922665,GOOD,,,0.0um,PART12,45,200,60,230,60,170,0.18,0.18
1:00,129.883,151.097,103.152,-0.377,-0.133,440726500,2916841,GOOD,,,0.0um,PART12,45,200,60,230,60,170,0.18,0.18
1:X160_03,64.632,160.647,72.419,-0.482,-0.027,371689400,2313706,GOOD,16,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X160_03,60.97,151.599,72.392,-0.291,-0.119,350627700,2312866,GOOD,10,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X160_03,61.749,153.009,72.642,0.388,0.21,355106800,2320826,GOOD,18,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X160_03,60.749,153.527,71.224,0.38,-0.265,349355400,2275525,GOOD,14,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X160_03,62.301,156.968,71.443,-0.468,0.118,358283900,2282532,GOOD,12,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X160_03,61.092,152.58,72.071,-0.302,-0.355,351330100,2302590,GOOD,8,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X160_03,61.431,152.888,72.325,-0.1,0.028,353279400,2310710,GOOD,6,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X160_03,63.816,154.569,74.315,0.043,-0.442,366994200,2374307,GOOD,2,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X160_03,62.194,152.925,73.206,-0.186,-0.207,357668400,2338847,GOOD,4,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,59.501,153.472,69.786,0.458,-0.298,342178800,2229582,GOOD,18,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,61.375,153.831,71.816,0.429,-0.53,352958000,2294460,GOOD,16,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,66.635,166.782,71.916,0.721,-0.143,383205200,2297643,GOOD,14,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,60.076,154.146,70.152,0.924,-0.374,345486000,2241299,GOOD,12,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,59.565,151.766,70.646,0.411,0.162,342545900,2257069,GOOD,10,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,61.034,155.67,70.573,0.498,-0.079,350995600,2254747,GOOD,8,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,59.968,152.662,70.707,0.291,0.298,344865200,2259019,GOOD,6,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,60.411,152.366,71.368,0.397,0.058,347413500,2280126,GOOD,4,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,60.6,152.611,71.475,0.312,-0.182,348497400,2283561,GOOD,2,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,59.124,154.002,69.106,1.063,-0.483,340014200,2207861,GOOD,22,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:X171_03,63.84,161.773,71.033,0.196,-0.097,367130700,2269422,GOOD,20,,0.0um,,45,210,60,270,50,170,0.18,0.25
1:00,109.559,126.476,103.95,-1.297,0.045,32322760,255565,GOOD,,,51.3um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,103.161,118.302,104.642,-0.115,-1.229,30435160,257266,GOOD,,,31.9um,PART6,45,200,60,230,60,170,0.18,0.18
1:C910_03,99.866,118.031,101.532,-0.379,-1.271,234503200,1986796,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,111.941,129.962,103.36,-0.321,0.201,33025320,254116,GOOD,,,55.6um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,105.405,121.145,104.408,0.577,-1.068,31096960,256691,GOOD,,,31.8um,PART6,45,200,60,230,60,170,0.18,0.18
1:V902_03,99.213,116.809,101.924,0.112,-0.249,619780400,5305920,GOOD,K,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,102.35,115.471,106.364,1.248,0.016,47408220,410565,GOOD,1,,49.1um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,100.411,112.499,107.106,-2.224,-0.154,46510240,413428,GOOD,2,,50.1um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,102.348,116.074,105.81,0.717,-0.326,47407330,408424,GOOD,3,,50.9um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,106.137,121.319,104.983,-2.22,-0.497,49162540,405234,GOOD,4,,51.0um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,104.914,116.473,108.091,1.124,-0.669,48596020,417231,GOOD,5,,49.2um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,105.552,118.158,107.198,-2.532,0.64,48891700,413784,GOOD,6,,36.7um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,100.367,117.227,102.742,0.813,0.468,46489940,396581,GOOD,7,,64.7um,,45,200,60,230,60,170,0.18,0.18
1:D81_03,102.269,109.43,112.147,-2.5,0.295,47370820,432886,GOOD,8,,36.2um,,45,200,60,230,60,170,0.18,0.18
1:00,112.044,122.517,109.742,-0.489,0.503,33055700,269806,GOOD,,,72.1um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,110.592,128.494,103.281,0.696,-0.906,32627480,253921,GOOD,,,50.0um,PART6,45,200,60,230,60,170,0.18,0.18
1:L903_03,102.812,122.159,100.994,0.024,-1.039,293834700,2405343,GOOD,3,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:L903_03,108.313,124.596,104.318,0.245,-1.012,309558000,2484498,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R81_03,99.139,112.345,105.895,4.439,1.402,29248620,260347,GOOD,4,,39.3um,,45,200,60,230,60,170,0.18,0.18
1:R81_03,99.341,113.493,105.037,4.715,0.992,29308160,258237,GOOD,3,,42.3um,,45,200,60,230,60,170,0.18,0.18
1:R81_03,94.596,110.281,102.933,4.641,0.583,27908140,253064,GOOD,2,,46.0um,,45,200,60,230,60,170,0.18,0.18
1:R81_03,93.18,106.232,105.256,4.001,0.174,27490300,258777,GOOD,1,,42.2um,,45,200,60,230,60,170,0.18,0.18
1:C299_03,92.05,122.668,90.048,-0.909,1.768,52987390,431958,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C299_03,77.929,99.124,94.341,-0.608,1.214,44858450,452549,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R290_03,104.343,121.347,103.185,-1.232,0.891,52442920,432173,GOOD,1,,61.0um,,45,200,60,230,60,170,0.18,0.18
1:R290_03,103.821,118.935,104.751,-1.666,0.315,52180510,438732,GOOD,2,,66.7um,,45,200,60,230,60,170,0.18,0.18
1:00,115.171,130.522,105.887,0.631,0.518,33978350,260326,GOOD,,,49.9um,PART6,45,200,60,230,60,170,0.18,0.18
1:00,108.467,118.638,109.712,0.958,-0.744,32000330,269731,GOOD,,,37.2um,PART6,45,200,60,230,60,170,0.18,0.18
1:C638_03,87.46,112.457,93.327,0.546,-0.843,50345290,447685,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C639_03,93.95,123.652,91.175,-0.502,1.456,54080940,437365,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R1108_03,107.25,124.453,103.413,-2.541,-1.074,53903810,433126,GOOD,1,,59.0um,,45,200,60,230,60,170,0.18,0.18
1:R1108_03,101.644,118.229,103.166,-2.223,-0.5,51085980,432095,GOOD,2,,33.9um,,45,200,60,230,60,170,0.18,0.18
1:C202_03,92.347,126.544,87.572,-0.658,-0.814,53158320,420077,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C202_03,86.196,107.953,95.815,1.643,-0.658,49617300,459621,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R81_03,102.873,112.481,109.749,4.682,1.57,30350010,269824,GOOD,5,,50.2um,,45,200,60,230,60,170,0.18,0.18
1:R81_03,103.107,117.459,105.337,7.252,1.163,30419050,258976,GOOD,6,,36.5um,,45,200,60,230,60,170,0.18,0.18
1:R81_03,98.437,112.103,105.372,6.178,0.755,29041390,259060,GOOD,7,,33.1um,,45,200,60,230,60,170,0.18,0.18
1:R81_03,99.868,111.892,107.105,6.114,0.348,29463560,263323,GOOD,8,,34.1um,,45,200,60,230,60,170,0.18,0.18
1:C910_03,97.926,117.705,99.835,-0.868,0.321,229947900,1953597,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R612_03,107.192,123.509,104.146,-0.514,0.906,53874700,436200,GOOD,1,,43.8um,,45,200,60,230,60,170,0.18,0.18
1:R611_03,113.596,124.892,109.147,-1.517,-0.543,57093310,457143,GOOD,1,,42.6um,,45,200,60,230,60,170,0.18,0.18
1:R610_03,106.684,122.712,104.326,-0.468,-0.068,53619100,436952,GOOD,1,,46.6um,,45,200,60,230,60,170,0.18,0.18
1:C303_03,97.094,126.71,91.952,-0.038,1.403,55890490,441089,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C303_03,89.418,110.37,97.22,0.339,0.855,51472000,466359,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C613_03,95.294,129.627,88.217,-0.186,-1.828,54854790,423174,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C612_03,103.178,126.627,97.778,0.192,-1.386,59392660,469035,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C611_03,102.169,130.54,93.92,-0.174,0.992,58811950,450530,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,83.687,120.018,104.593,-0.174,0.513,52576140,438071,GOOD,,,40.6um,PART10,45,200,60,230,60,170,0.18,0.18
1:00,86.359,119.586,108.322,-1.768,-0.056,54254840,453689,GOOD,,,45.0um,PART10,45,200,60,230,60,170,0.18,0.18
1:C286_03,92.604,112.918,98.412,0.403,0.047,217450800,1925745,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C286_03,95.202,119.959,95.235,0.158,-0.416,223552600,1863576,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R203_03,103.877,121.902,102.257,-0.423,0.595,142600600,1169799,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,90.488,111.303,97.558,1.06,-0.665,52087960,467982,GOOD,,,0.0um,PART1,45,200,60,230,60,170,0.18,0.18
1:00,90.64,116.122,93.667,0.014,1.641,52175450,449315,GOOD,,,0.0um,PART1,45,200,60,230,60,170,0.18,0.18
1:C1103_03,90.591,118.578,91.678,-0.772,-0.05,134982200,1138345,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C1103_03,85.77,110.676,92.996,0.549,-0.498,127799000,1154716,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:L903_03,99.214,118.978,100.066,-0.538,-0.003,283554500,2383243,GOOD,4,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:L903_03,109.908,128.074,102.979,-0.309,-0.692,314116000,2452617,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,89.217,147.516,72.576,-0.539,-0.259,360439900,2443388,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,89.691,145.107,74.173,-0.564,0.159,362353300,2497153,GOOD,3,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,82.543,141.263,70.119,-0.595,-0.057,333476300,2360674,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,87.589,143.545,73.222,-0.394,-0.107,353859200,2465141,GOOD,4,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,88.192,146.62,72.18,-0.304,-0.342,356298400,2430081,GOOD,5,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,91.058,147.629,74.016,-1.116,0.075,367874500,2491879,GOOD,6,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,95.035,153.021,74.527,-1.001,-0.159,383944400,2509093,GOOD,7,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:X130_03,87.479,141.538,74.167,-0.967,-0.394,353416500,2496966,GOOD,8,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C212_03,94.642,121.543,93.44,1.903,-0.285,54478960,448228,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C212_03,89.741,111.582,96.511,0.527,-0.228,51657900,462960,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C902_03,98.469,116.512,101.417,-0.595,-1.043,231223700,1984545,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,94.457,124.365,91.142,0.322,-1.679,54372690,437204,GOOD,,,0.0um,PART1,45,200,60,230,60,170,0.18,0.18
1:00,97.157,121.794,95.726,0.705,-1.219,55927000,459195,GOOD,,,0.0um,PART1,45,200,60,230,60,170,0.18,0.18
1:00,98.978,128.272,92.594,0.341,1.167,56974920,444171,GOOD,,,0.0um,PART1,45,200,60,230,60,170,0.18,0.18
1:00,83.942,129.285,97.392,0.017,1.088,52736730,407911,GOOD,,,46.3um,PART10,45,200,60,230,60,170,0.18,0.18
1:00,85.512,128.372,99.918,-0.985,-0.188,53722640,418491,GOOD,,,41.1um,PART10,45,200,60,230,60,170,0.18,0.18
1:00,87.723,131.123,100.352,0.07,0.144,55112110,420309,GOOD,,,38.2um,PART10,45,200,60,230,60,170,0.18,0.18
1:V902_03,99.891,117.742,101.807,-0.153,-0.267,624014300,5299848,GOOD,A,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C296_03,98.021,123.447,95.284,0.218,-0.051,230171700,1864537,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C296_03,90.357,115.049,94.246,0.256,0.373,212175400,1844222,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,82.011,116.817,105.307,0.735,-2.259,51523270,441061,GOOD,,,46.2um,PART10,45,200,60,230,60,170,0.18,0.18
1:H241_03,106.919,127.757,100.427,-0.528,2.698,65553250,513109,GOOD,K,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:H240_03,107.763,127.084,101.756,-0.508,1.814,66071170,519900,GOOD,K,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:H200_03,101.724,118.791,102.759,0.755,-0.466,62368270,525024,GOOD,K,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:H201_03,100.754,116.247,104.006,1.065,-1.286,61773500,531397,GOOD,K,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R288_03,92.938,112.735,98.928,0.94,0.393,127583800,1131716,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R288_03,101.369,123.007,98.891,-0.163,-0.321,139156900,1131294,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C412_03,104.996,120.512,104.55,0.569,-2.161,29563960,245319,GOOD,1,,96.5um,,45,200,60,230,60,170,0.18,0.18
1:C412_03,100.198,115.997,103.656,0.308,0.827,28212850,243220,GOOD,2,,42.0um,,45,200,60,230,60,170,0.18,0.18
1:U280_03,115.158,127.655,108.253,-5.102,0.309,53340990,417854,GOOD,14,,62.3um,,45,200,60,230,60,170,0.18,0.18
1:U280_03,113.931,124.708,109.63,-8.147,0.131,52772780,423171,GOOD,13,,54.3um,,45,200,60,230,60,170,0.18,0.18
1:U280_03,117.131,127.868,109.924,-8.87,-0.046,54254800,424305,GOOD,12,,54.1um,,45,200,60,230,60,170,0.18,0.18
1:U280_03,116.578,128.511,108.858,-7.897,-0.224,53998840,420190,GOOD,11,,51.7um,,45,200,60,230,60,170,0.18,0.18
1:U280_03,104.057,120.042,104.021,-1.699,-0.403,48199200,401520,GOOD,10,,62.1um,,45,200,60,230,60,170,0.18,0.18
1:U280_03,107.449,124.845,103.279,-3.247,0.901,49770190,398658,GOOD,9,,82.5um,,45,200,60,230,60,170,0.18,0.18
1:U280_03,110.756,129.648,102.513,-5.218,0.723,51301840,395700,GOOD,8,,111.7um,,45,200,60,230,60,170,0.18,0.18
1:C284_03,90.238,119.254,90.803,0.501,0.302,51944250,435576,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C284_03,86.149,114.315,90.433,-1.231,-0.241,49590630,433806,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:R203_03,105.929,126.986,100.101,0.118,0.354,145416500,1145143,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C28_03,70.18,102.388,82.252,-0.216,1.269,40398330,394561,GOOD,2,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:C28_03,76.781,105.753,87.125,0.237,0.755,44197920,417936,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:H241_03,99.303,113.289,105.186,-0.014,1.18,60883860,537423,GOOD,A,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:H240_03,105.631,126.051,100.56,0.009,0.303,64763510,513789,GOOD,A,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:H200_03,108.658,122.612,106.343,0.584,-1.867,66619490,543334,GOOD,A,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:H201_03,104.066,118.019,105.812,0.818,-2.683,63803980,540624,GOOD,A,,0.0um,,45,200,60,230,60,170,0.18,0.18
1:00,92.297,125.157,110.618,-0.725,-2.434,57985580,463305,GOOD,,,46.6um,PART10,45,200,60,230,60,170,0.18,0.18
1:R289_03,105.794,126.806,100.116,0.054,-0.61,53171920,419317,GOOD,2,,45.4um,,45,200,60,230,60,170,0.18,0.18
1:R617_03,109.617,124.157,105.947,1.387,0.543,55093660,443742,GOOD,1,,40.5um,,45,200,60,230,60,170,0.18,0.18
1:R616_03,105.282,121.377,104.087,1.331,-2.279,52914660,435952,GOOD,1,,41.4um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,112.304,127.196,105.95,1.235,-0.485,52018860,408967,GOOD,28,,162.5um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,110.562,127.695,103.899,4.756,-0.662,51212040,401050,GOOD,27,,43.1um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,109.283,122.049,107.449,1.615,-0.839,50619830,414751,GOOD,26,,35.5um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,108.902,122.203,106.939,5.807,-1.015,50443390,412784,GOOD,25,,53.4um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,119.597,128.455,111.725,2.671,-1.191,55397340,431258,GOOD,24,,78.8um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,109.664,119.201,110.399,5.816,-1.367,50796040,426139,GOOD,23,,74.6um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,105.942,119.244,106.613,2.951,-0.06,49072050,411526,GOOD,22,,45.6um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,110.589,122.408,108.414,6.299,-0.236,51224720,418477,GOOD,21,,88.8um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,109.825,122.275,107.782,4.073,-0.412,50871000,416039,GOOD,20,,48.6um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,111.088,126.516,105.366,6.739,-0.587,51455610,406711,GOOD,19,,65.5um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,108.101,119.741,108.335,4.09,-0.762,50072170,418171,GOOD,18,,43.1um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,109.358,122.117,107.462,6.874,-0.937,50654420,414801,GOOD,17,,69.0um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,106.285,116.017,109.934,4.174,-1.111,49231130,424344,GOOD,16,,49.8um,,45,200,60,230,60,170,0.18,0.18
1:N200_03,101.574,114.312,106.628,-3.022,0.526,47048790,411584,GOOD,15,,50.5um,,45,200,60,230,60,170,0.18,0.18
1:C17_03,91.376,116.4,94.203,-0.191,-0.177,52599450,451886,GOOD,1,,0.0um,,45,200,60,230,60,170,0.18,0.18
