             BARCODE  INDEX     DATE     S.TIME    E.TIME   CYCLE             JOB        RESULT       USER          LOTINFO        MACHINE        
                MN635582 24566 11/10/2020   11:54:09  11:54:15      6   A5E41637164-04-BOT     FAIL           SV              KOHYOUNG
Component ID,Volume(%),Height(um),Area(%),OffsetX(%),OffsetY(%),Volume(um3),Area(um2),Result,PinNumber,Pad Verification,Shape,Library_Name,Vol_Min(%),Vol_Max(%),Height_Low(um),Height_High(um),Area_Min(%),Area_Max(%),OffsetX_Error(mm),OffsetY_Error(mm),
1:X161_03,85.259,143.477,71.308,-0.452,0.409,182178600,1269740,GOOD,13,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,84.189,141.767,71.263,-0.276,0.559,179891900,1268929,GOOD,17,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,88.624,148.495,71.618,-0.164,0.178,189368500,1275254,GOOD,19,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,87.986,144.944,72.844,-0.160,-0.202,188005000,1297091,GOOD,21,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,80.577,135.130,71.555,-0.573,0.262,172174500,1274141,GOOD,9,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C637_03,91.315,119.542,91.665,-0.070,0.381,52564280,439715,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C637_03,93.745,122.243,92.025,0.300,-0.325,53962900,441439,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,89.044,149.229,71.604,-0.558,0.379,222442200,1490609,GOOD,3,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,83.035,138.966,71.703,-1.256,0.284,207429900,1492670,GOOD,13,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,85.553,144.178,71.206,-0.567,0.525,213720900,1482337,GOOD,7,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,89.982,147.959,72.979,-0.504,0.132,224783500,1519231,GOOD,9,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,87.803,146.744,71.801,-1.144,0.437,219341700,1494723,GOOD,17,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,86.467,146.052,71.044,0.323,0.774,216004000,1478954,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,81.969,141.343,69.592,-0.720,-0.017,204767900,1448733,GOOD,5,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,89.693,148.072,72.688,-0.431,-0.261,224061600,1513193,GOOD,11,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,85.718,143.808,71.527,-0.346,-0.109,214131400,1489006,GOOD,15,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C901_03,89.037,113.991,93.730,0.252,-0.651,209161000,1834890,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,109.887,124.281,106.102,-0.212,0.563,32419360,260855,GOOD,,,62.4um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,102.249,124.827,98.295,-1.485,-2.494,30165950,241663,GOOD,,,51.6um,PART2,45,190,60,230,60,170,0.18,0.18,
1:C81_03,85.024,117.768,86.636,-2.013,0.023,48943030,415590,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C81_03,80.970,112.561,86.321,-1.768,-0.685,46608890,414077,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C922_03,93.075,117.761,94.845,0.299,0.223,218647200,1856708,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C908_03,91.063,115.304,94.772,-0.166,1.079,213919600,1855272,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R1112_03,94.332,110.959,102.018,-0.884,-0.920,47411180,427284,GOOD,1,,46.2um,,45,190,60,230,60,170,0.18,0.18,
1:R1112_03,90.668,106.711,101.959,-0.937,-2.190,45569760,427040,GOOD,2,,27.8um,,45,190,60,230,60,170,0.18,0.18,
1:C722_03,81.602,108.697,90.087,1.466,0.519,121196000,1114987,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C722_03,82.622,109.725,90.359,0.484,0.010,122711400,1118359,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C616_03,77.187,106.943,86.611,2.707,-0.389,44431330,415467,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C616_03,84.180,120.960,83.512,1.127,-0.990,48456690,400603,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,112.094,126.375,106.439,0.190,-0.830,33070520,261685,GOOD,,,59.0um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,99.154,125.933,94.482,-1.083,-1.739,29252760,232289,GOOD,,,49.7um,PART2,45,190,60,230,60,170,0.18,0.18,
1:C1110_03,96.351,129.197,89.492,0.374,-0.780,55463100,429291,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,107.960,126.109,102.731,0.594,0.208,31851010,252568,GOOD,,,57.8um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,106.769,126.303,101.441,-0.678,-0.980,31499410,249396,GOOD,,,46.5um,PART2,45,190,60,230,60,170,0.18,0.18,
1:C615_03,94.484,126.590,89.566,0.233,-1.791,54388520,429645,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C610_03,86.818,120.503,86.455,0.622,-2.238,49975360,414722,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R601_03,109.499,127.960,102.687,0.816,-1.430,55034010,430088,GOOD,1,,64.2um,,45,190,60,230,60,170,0.18,0.18,
1:,110.077,127.841,103.326,1.382,0.547,32475570,254032,GOOD,,,40.9um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,105.034,125.385,100.523,1.560,-0.897,30987620,247141,GOOD,,,47.5um,PART2,45,190,60,230,60,170,0.18,0.18,
1:R614_03,114.434,130.899,104.905,-1.331,-2.535,57514400,439379,GOOD,2,,50.7um,,45,190,60,230,60,170,0.18,0.18,
1:,83.265,116.426,85.821,-0.958,-0.599,47929980,411677,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:C901_03,92.018,116.554,94.738,-0.229,-0.607,216163100,1854620,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,107.011,123.004,104.398,1.826,0.249,31570900,256666,GOOD,,,42.2um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,102.208,120.392,101.875,2.005,-0.760,30153910,250464,GOOD,,,38.7um,PART2,45,190,60,230,60,170,0.18,0.18,
1:X150_03,96.517,156.942,73.798,0.710,-0.040,241108900,1536290,GOOD,4,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,85.125,141.768,72.054,0.063,-0.107,212650000,1499982,GOOD,14,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,87.371,144.242,72.687,0.719,0.118,218262200,1513167,GOOD,8,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,85.898,142.165,72.506,0.792,-0.270,214581800,1509390,GOOD,10,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,96.545,151.641,76.400,0.198,0.057,241178100,1590453,GOOD,18,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,89.512,149.650,71.777,1.584,0.350,223611300,1494229,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,91.814,149.947,73.477,0.556,-0.430,229359600,1529606,GOOD,6,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,92.151,152.502,72.511,0.877,-0.658,230201600,1509500,GOOD,12,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X150_03,90.815,149.878,72.711,0.985,-0.494,226865600,1513666,GOOD,16,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C614_03,92.568,123.692,89.806,-1.502,1.470,53285510,430793,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,82.641,113.055,87.717,-1.204,-1.618,47570790,420776,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:,83.186,117.620,84.870,-0.807,-2.039,47885000,407116,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:C922_03,79.795,101.694,94.160,-0.173,0.500,187450500,1843289,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C908_03,84.142,107.175,94.211,-0.634,1.367,197661400,1844295,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,93.815,150.404,74.850,-1.341,0.466,200459900,1332814,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,84.786,141.045,72.135,-1.451,0.086,181168200,1284473,GOOD,4,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,91.001,150.743,72.442,-1.426,-0.293,194447600,1289929,GOOD,6,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,91.977,151.691,72.761,-1.390,0.241,196532600,1295616,GOOD,8,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,85.046,140.579,72.597,-1.101,-0.355,181724400,1292689,GOOD,16,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,85.474,142.073,72.194,-0.993,0.183,182637700,1285522,GOOD,18,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,91.320,148.565,73.761,-1.396,-0.515,195128600,1313420,GOOD,12,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,89.598,148.785,72.264,-1.195,0.022,191450700,1286758,GOOD,14,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,89.679,148.687,72.377,-0.850,-0.567,191622500,1288767,GOOD,22,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,86.240,141.569,73.101,-1.338,-0.137,184275200,1301660,GOOD,10,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:X161_03,88.432,146.817,72.280,-0.868,-0.193,188959500,1287041,GOOD,20,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R613_03,108.638,128.439,101.500,0.295,-0.863,54601470,425115,GOOD,2,,38.7um,,45,190,60,230,60,170,0.18,0.18,
1:,108.520,129.362,100.666,-0.502,-1.034,54541970,421623,GOOD,,,48.3um,PART3,45,190,60,230,60,170,0.18,0.18,
1:,111.395,127.427,104.902,-0.749,-2.342,55986910,439363,GOOD,,,64.5um,PART3,45,190,60,230,60,170,0.18,0.18,
1:,104.802,122.231,102.889,-0.590,0.812,30919210,252956,GOOD,,,36.5um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,104.688,121.881,103.072,-0.410,-0.621,30885520,253406,GOOD,,,40.1um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,105.252,120.318,104.974,-0.147,0.944,31052000,258082,GOOD,,,39.6um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,101.862,120.074,101.799,0.035,-0.485,30051770,250276,GOOD,,,48.9um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,84.095,115.626,87.276,-0.938,1.651,48407760,418658,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:C904_03,97.392,125.519,93.110,0.556,0.500,144648100,1152400,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,102.157,120.712,101.554,0.885,-0.854,51344020,425342,GOOD,,,33.3um,PART3,45,190,60,230,60,170,0.18,0.18,
1:C636_03,84.644,109.662,92.623,0.470,-1.259,48723960,444309,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C635_03,81.740,110.954,88.404,0.704,-2.880,47052410,424071,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C621_03,78.715,107.229,88.090,0.856,-0.383,45311260,422565,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C621_03,81.512,106.072,92.215,0.990,1.022,46921000,442351,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C402_03,89.931,108.549,99.417,1.167,1.369,25321840,233275,GOOD,2,,46.3um,,45,190,60,230,60,170,0.18,0.18,
1:C402_03,95.275,118.801,96.236,1.161,1.013,26826620,225812,GOOD,1,,63.4um,,45,190,60,230,60,170,0.18,0.18,
1:C907_03,94.689,123.709,91.850,-1.217,-2.436,54506200,440600,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,106.764,129.656,98.813,3.073,3.315,30061590,231857,GOOD,,,60.0um,PART9,45,190,60,230,60,170,0.18,0.18,
1:R292_03,104.367,126.696,98.851,1.181,-3.130,52454870,414021,GOOD,2,,33.6um,,45,190,60,230,60,170,0.18,0.18,
1:C904_03,102.403,125.254,98.108,-0.224,-0.435,152091000,1214261,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,85.596,112.755,91.096,1.020,-1.111,49272320,436986,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:,87.039,117.482,88.905,1.258,-2.724,50102960,426472,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:C301_03,92.105,119.923,92.164,1.053,-0.709,136795300,1140692,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C301_03,89.100,117.054,91.343,0.287,0.025,132333400,1130529,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C951_03,84.977,109.020,93.536,-0.067,0.747,199624100,1831079,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C951_03,86.311,114.577,90.396,0.134,0.161,202757200,1769618,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,100.956,121.782,99.478,3.687,3.337,28426140,233419,GOOD,,,35.9um,PART9,45,190,60,230,60,170,0.18,0.18,
1:,104.763,124.617,100.881,-1.784,1.472,29498240,236711,GOOD,,,32.4um,PART9,45,190,60,230,60,170,0.18,0.18,
1:C132_03,85.517,111.070,92.392,1.001,-0.861,49226370,443202,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R1000_03,86.090,102.224,101.060,-2.396,0.878,43268850,423274,GOOD,1,,39.9um,,45,190,60,230,60,170,0.18,0.18,
1:R1000_03,95.928,112.320,102.488,-1.840,0.266,48213520,429252,GOOD,2,,36.6um,,45,190,60,230,60,170,0.18,0.18,
1:,95.772,120.778,95.155,-0.675,-2.316,55129540,456453,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:R213_03,97.630,116.091,100.917,-0.424,0.769,134117900,1155285,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R214_03,99.958,120.695,99.383,-0.284,-0.371,137316700,1137720,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R204_03,102.199,120.600,101.691,-0.135,1.118,140395300,1164144,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,101.036,127.256,95.275,-0.228,-2.675,50780740,399045,GOOD,,,30.5um,PART3,45,190,60,230,60,170,0.18,0.18,
1:C130_03,89.026,111.115,96.144,0.285,-0.458,132222200,1189955,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R1110_03,100.067,118.816,101.065,-0.612,-0.058,50293640,423291,GOOD,1,,31.8um,,45,190,60,230,60,170,0.18,0.18,
1:,89.353,110.941,96.650,-1.158,1.326,25159250,226782,GOOD,,,34.3um,PART9,45,190,60,230,60,170,0.18,0.18,
1:U1100_03,99.507,120.079,99.441,-0.560,-0.308,76739180,639070,GOOD,3,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:U1100_03,95.873,117.179,98.181,-2.198,-0.654,73937310,630976,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:U1100_03,97.827,117.582,99.839,-0.396,0.810,75443920,641630,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R273_03,97.906,118.422,99.211,0.231,-1.378,134497300,1135748,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R263_03,96.110,117.903,97.819,-0.108,-2.505,132030300,1119820,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R274_03,100.371,119.518,100.775,-0.021,-1.004,137883300,1153661,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R264_03,100.634,122.360,98.692,0.171,-2.125,138244300,1129814,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R1109_03,92.458,110.876,100.067,0.492,-1.848,46469300,419112,GOOD,1,,42.6um,,45,190,60,230,60,170,0.18,0.18,
1:R1109_03,99.652,117.935,101.397,0.493,-1.237,50085120,424683,GOOD,2,,45.6um,,45,190,60,230,60,170,0.18,0.18,
1:,94.862,122.547,92.891,-0.863,2.943,26710510,217961,GOOD,,,45.9um,PART9,45,190,60,230,60,170,0.18,0.18,
1:,87.063,109.975,95.000,-0.355,-0.727,50116390,455709,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:R84_03,91.283,108.533,100.927,-1.437,-1.774,26930680,248133,GOOD,4,,33.8um,,45,190,60,230,60,170,0.18,0.18,
1:R84_03,93.183,110.529,101.168,-1.514,-2.233,27491360,248725,GOOD,3,,47.3um,,45,190,60,230,60,170,0.18,0.18,
1:R84_03,92.223,111.643,99.126,-1.329,0.169,27208090,243706,GOOD,2,,44.0um,,45,190,60,230,60,170,0.18,0.18,
1:R84_03,91.427,108.579,101.044,-1.145,-0.288,26973300,248421,GOOD,1,,38.3um,,45,190,60,230,60,170,0.18,0.18,
1:C13_03,82.678,104.411,95.023,-1.491,1.590,47592590,455820,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C13_03,84.931,107.376,94.916,-1.428,0.999,48889070,455309,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C298_03,82.785,114.171,87.011,0.274,-0.315,47653800,417390,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C298_03,73.577,108.883,81.089,-1.294,-0.990,42353310,388981,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,100.453,114.176,105.577,-0.044,-0.105,50487760,442192,GOOD,,,37.7um,PART3,45,190,60,230,60,170,0.18,0.18,
1:N901_03,94.153,118.260,95.538,-0.281,0.435,69579340,588361,GOOD,6,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:N901_03,100.014,121.923,98.436,1.506,0.076,73910500,606205,GOOD,5,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:N901_03,98.745,122.562,96.681,-0.138,-0.283,72973140,595399,GOOD,4,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C292_03,84.656,114.750,88.530,0.698,-0.086,48731160,424673,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C292_03,82.196,112.578,87.615,0.949,-0.665,47315060,420288,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R213_03,98.551,116.242,101.737,0.045,-0.515,135383600,1164668,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R214_03,100.436,118.086,102.064,0.186,-1.646,137973100,1168409,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R204_03,100.463,116.950,103.082,0.337,-0.149,138009400,1180069,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C130_03,92.133,116.751,94.697,-0.541,-0.455,136837700,1172050,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,95.175,117.826,96.932,-0.248,2.972,26798550,227443,GOOD,,,47.0um,PART9,45,190,60,230,60,170,0.18,0.18,
1:R600_03,98.146,110.749,106.344,0.537,0.986,49328270,445405,GOOD,2,,56.2um,,45,190,60,230,60,170,0.18,0.18,
1:C1029_03,85.440,115.422,88.829,0.448,-1.410,49182220,426109,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R84_03,95.694,111.087,103.371,-0.093,-1.489,28231970,254143,GOOD,5,,43.6um,,45,190,60,230,60,170,0.18,0.18,
1:R84_03,92.634,113.868,97.623,-0.167,-1.945,27329410,240010,GOOD,6,,51.2um,,45,190,60,230,60,170,0.18,0.18,
1:R84_03,91.750,109.690,100.374,0.019,0.459,27068410,246773,GOOD,7,,45.2um,,45,190,60,230,60,170,0.18,0.18,
1:R84_03,94.076,110.374,102.281,0.206,0.005,27754880,251462,GOOD,8,,41.8um,,45,190,60,230,60,170,0.18,0.18,
1:C18_03,76.871,104.437,88.326,-0.334,-0.997,44249920,423698,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C14_03,80.300,108.985,88.415,-0.538,-1.858,46223440,424125,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C204_03,94.338,120.675,93.810,0.304,0.931,54304160,450004,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R273_03,97.715,114.703,102.228,0.706,0.127,134235400,1170291,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R263_03,96.226,114.870,100.524,0.274,-0.993,132189700,1150778,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R274_03,96.205,115.332,100.099,0.459,0.518,132160800,1145912,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R264_03,94.185,114.801,98.450,0.653,-0.593,129385400,1127037,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,92.719,112.696,98.728,1.423,0.934,26107040,231658,GOOD,,,32.5um,PART9,45,190,60,230,60,170,0.18,0.18,
1:U1100_03,99.442,120.630,98.922,0.989,-1.095,76689130,635737,GOOD,4,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:U1100_03,94.080,111.948,100.847,1.158,0.028,72554210,648108,GOOD,5,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R10_03,98.511,117.496,100.610,0.208,-1.926,49511460,421389,GOOD,2,,63.6um,,45,190,60,230,60,170,0.18,0.18,
1:R10_03,88.108,104.438,101.238,0.170,-0.536,44283260,424017,GOOD,1,,69.0um,,45,190,60,230,60,170,0.18,0.18,
1:C262_03,98.745,130.340,90.912,0.514,-1.586,56841030,436099,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C272_03,91.419,122.827,89.315,0.443,1.030,52624000,428440,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,89.557,113.126,94.999,2.123,-1.519,25216630,222909,GOOD,,,40.6um,PART9,45,190,60,230,60,170,0.18,0.18,
1:,87.862,108.412,97.254,-0.061,-1.870,24739450,228198,GOOD,,,39.1um,PART9,45,190,60,230,60,170,0.18,0.18,
1:C950_03,88.465,114.317,92.863,1.200,0.253,207818100,1817907,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C950_03,87.175,110.611,94.575,1.099,-0.177,204786500,1851417,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:R11_03,101.192,118.173,102.756,1.540,0.507,50858790,430377,GOOD,2,,84.7um,,45,190,60,230,60,170,0.18,0.18,
1:R11_03,92.453,103.018,107.693,1.468,-0.203,46466760,451055,GOOD,1,,43.2um,,45,190,60,230,60,170,0.18,0.18,
1:,106.818,120.401,106.462,1.096,1.721,53686660,445898,GOOD,,,49.5um,PART3,45,190,60,230,60,170,0.18,0.18,
1:,95.573,119.280,96.150,2.048,2.886,26910490,225608,GOOD,,,50.5um,PART9,45,190,60,230,60,170,0.18,0.18,
1:,85.566,113.377,90.565,-1.005,-1.271,49254920,434435,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:C406_03,97.052,123.348,94.418,2.216,1.379,27327130,221544,GOOD,2,,54.6um,,45,190,60,230,60,170,0.18,0.18,
1:C406_03,92.745,116.350,95.655,1.743,0.709,26114420,224447,GOOD,1,,71.7um,,45,190,60,230,60,170,0.18,0.18,
1:,97.763,116.060,101.082,-0.167,-4.673,28842630,248515,GOOD,,,34.5um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,99.620,119.240,100.255,0.012,-1.056,29390260,246480,GOOD,,,43.7um,PART2,45,190,60,230,60,170,0.18,0.18,
1:C287_03,76.325,106.370,86.105,0.261,1.442,43935260,413041,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C287_03,81.445,109.457,89.290,0.469,0.863,46882780,428320,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,83.608,111.013,90.377,0.219,-0.609,48127730,433532,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:,86.477,116.066,89.408,0.016,-1.686,49779280,428888,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:,82.488,108.144,91.531,0.943,1.029,47483060,439071,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:N901_03,91.216,115.172,95.039,-2.140,0.466,67408620,585287,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:N901_03,94.799,113.738,100.019,-0.350,0.110,70057130,615951,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:N901_03,96.484,116.929,99.018,-1.992,-0.245,71302030,609788,GOOD,3,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,90.940,115.695,94.323,2.746,-1.690,25606030,221323,GOOD,,,75.6um,PART9,45,190,60,230,60,170,0.18,0.18,
1:,99.704,116.595,102.616,0.574,-1.993,28073730,240780,GOOD,,,46.9um,PART9,45,190,60,230,60,170,0.18,0.18,
1:C302_03,73.729,110.576,80.013,3.607,-1.671,42441040,383818,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C302_03,77.276,110.269,84.095,3.318,-1.002,44482570,403399,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,90.303,112.245,96.542,1.895,2.438,25426570,226528,GOOD,,,38.9um,PART9,45,190,60,230,60,170,0.18,0.18,
1:C601_03,84.715,108.218,93.939,-0.332,1.355,48765010,450619,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C26_03,87.289,112.601,93.024,0.923,2.299,50246520,446234,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C1106_03,85.143,111.606,91.547,1.475,-0.705,49011270,439146,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C297_03,79.135,112.447,84.451,-1.543,0.521,45552890,405107,GOOD,2,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C1106_03,84.839,112.297,90.658,1.619,0.714,48836160,434883,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:C297_03,78.252,110.096,85.291,-3.132,-0.052,45044690,409140,GOOD,1,,0.0um,,45,190,60,230,60,170,0.18,0.18,
1:,87.597,119.415,88.026,-0.944,-1.478,50423920,422257,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:,91.037,122.632,89.083,-0.913,1.147,52404010,427327,GOOD,,,0.0um,PART5,45,190,60,230,60,170,0.18,0.18,
1:R12_03,97.981,114.287,102.879,1.980,-0.446,49245240,430890,GOOD,1,,40.0um,,45,190,60,230,60,170,0.18,0.18,
1:R12_03,96.230,110.030,104.950,1.886,0.946,48365100,439565,GOOD,2,,35.9um,,45,190,60,230,60,170,0.18,0.18,
1:,96.155,113.614,101.560,0.271,-4.529,28368090,249689,GOOD,,,35.9um,PART2,45,190,60,230,60,170,0.18,0.18,
1:,99.553,118.257,101.021,0.452,-0.908,29370760,248365,GOOD,,,50.4um,PART2,45,190,60,230,60,170,0.18,0.18,
